8548 27917
809 4028 -869
6720 8110 870
8542 7048 -655
1646 1901 66
1860 2453 -857
2812 1615 -758
6082 198 -925
6436 6934 199
1955 6973 159
5529 8508 121
8004 7511 -173
500 6807 895
5627 249 -858
7391 271 -328
3985 4110 128
6232 5283 489
2940 6561 -946
5414 7012 -243
3938 8431 -590
7335 8124 992
3662 2710 -295
7376 8260 -260
6401 8169 -129
388 2343 -226
6522 6203 575
1345 6504 248
4399 2981 873
1221 4792 89
6576 673 864
1134 5911 -608
383 913 306
2017 2803 480
1731 7614 541
8030 179 688
2001 5830 -66
8260 7692 -976
729 1352 948
611 7199 -571
5703 1029 55
2411 2550 -848
3396 3311 -493
7131 6871 -918
7110 6671 292
4082 7142 -803
2775 3284 -280
6547 5797 22
6476 3547 -59
7978 504 901
5477 990 454
7219 4534 764
8196 2994 547
8367 4384 -203
4486 4605 -946
8391 6304 -546
911 5075 -645
6767 7320 -903
477 2826 741
301 962 -186
4791 7035 -572
7186 557 -499
2185 5264 922
2378 1928 582
7453 6564 826
584 2175 -547
3987 6990 -156
612 7608 787
8246 4896 -164
6461 6010 -873
6678 7091 654
1838 361 -456
752 3704 904
6023 154 812
4228 1087 -845
2289 2726 -436
1308 5967 837
5681 1559 190
6478 4040 325
7359 4405 -298
5613 4960 703
528 366 -581
6091 7943 464
2739 3000 -900
3564 1176 641
6309 102 735
7208 3373 222
4341 2294 928
7617 4650 -939
4271 1074 -280
380 5451 -203
4290 6582 423
6934 7159 258
593 1434 51
7537 5221 -453
4587 6378 -545
7941 2192 -739
7363 5789 418
2881 822 96
7410 1924 225
3338 6495 -121
613 5657 -817
7591 3173 -697
1324 7514 993
1261 2773 -64
1377 3404 -121
728 8434 677
3437 5340 -480
3952 2336 -375
142 1970 -542
1439 4468 105
6434 4405 -339
3951 7473 -71
4266 1257 664
1314 2239 -280
4561 6798 759
5600 6047 363
3279 163 283
1195 8025 338
3165 8148 230
2383 6855 423
2831 6358 -2
5099 2118 -897
8443 3934 894
5932 3897 -293
6957 1257 504
5051 1426 59
4203 4619 22
4887 1363 337
445 4194 -109
5857 1654 74
7320 6846 317
2409 2118 -216
1278 1590 187
8191 5043 -605
4967 6595 291
6683 3491 -806
5687 8419 7
2856 4225 -367
826 3270 -548
4472 4616 -415
4820 7272 -961
6056 454 439
1845 2866 954
8195 5645 521
8098 4467 -380
700 6105 -974
4061 4531 -849
363 92 195
5659 7751 -383
7372 7580 -25
5216 910 -617
1173 4316 -77
8009 4520 45
7239 647 414
86 2724 -868
665 4670 -925
3498 3451 33
6851 1250 165
902 2405 -16
4055 6201 719
8086 1802 844
2779 2893 -183
3449 6549 -12
2843 5983 109
1479 2622 173
7225 177 -52
3715 5526 -78
6971 8465 408
543 4413 859
5189 5249 827
2890 7053 -174
36 4488 103
1876 5616 -576
5505 5317 198
5135 3184 -732
2171 4667 -906
3483 7017 -895
1863 6472 -264
2396 2643 890
968 4909 442
4267 4656 163
5874 8171 598
8290 952 -955
211 854 86
1424 6321 383
5298 6107 -652
2182 4298 -165
1302 3753 411
6910 5878 -334
1352 2910 -840
6464 6008 29
2765 2737 -147
1136 3729 583
6926 5055 -904
3796 3764 966
6150 1115 288
822 7336 -131
3783 2914 287
6869 6535 724
939 2981 139
1342 7962 298
1784 5512 35
6906 1196 -78
4378 1499 -562
2989 6017 637
6616 8137 -705
23 3610 293
827 7904 239
5213 1647 -478
1064 3112 422
3344 1396 -492
651 3230 48
8448 1773 -672
8264 8127 -994
2583 289 991
4577 4124 -428
1084 5857 -676
4694 2382 -131
8523 5130 -792
7697 6441 -82
4225 3233 868
815 6200 242
5933 6776 634
6821 335 -857
1539 2812 505
1172 5949 -101
6508 4725 -301
8432 3580 -189
8252 2868 598
3607 3506 -615
3187 4349 -27
8437 7944 -325
359 3989 -592
4690 1089 251
6368 4388 -429
1157 2205 -122
3661 3085 -47
3797 5187 584
1150 5539 -133
5451 7715 -577
4965 4661 238
6458 2375 2
6374 104 -305
3380 3223 359
184 5936 -61
1467 5775 132
472 1639 537
6298 4061 236
346 3281 -645
3449 8434 -281
1101 825 907
1303 6712 -92
1158 4955 340
653 8037 -843
6072 7715 -314
4444 5672 -655
3278 4623 -269
7540 1717 -244
5221 8374 234
756 2560 -667
5112 6405 -12
7137 887 -735
5042 5246 -809
5297 7594 550
4680 7148 -224
5152 3018 456
5827 6181 851
4647 6963 -189
2220 8182 -571
2908 1296 -876
8021 3757 -754
2088 7811 332
5893 7250 27
4384 2533 -905
6591 6643 570
6936 3963 298
1740 7238 -893
7595 7377 239
7829 8287 801
4868 476 650
8078 2956 -939
5363 4131 -466
3146 2868 -900
6474 1286 -421
7309 6793 -283
3331 6232 -209
2350 5791 461
6341 6305 578
6648 6637 -208
6486 6564 734
1846 6007 606
3246 5495 62
6770 6085 -704
7102 3059 -765
4826 5899 140
7489 115 -894
3535 7112 655
6192 1966 305
3463 223 796
6105 8308 404
3064 3599 -179
6603 4702 60
1004 6001 381
6129 3231 878
2128 594 -669
880 4292 -93
7751 172 342
160 190 -2
2987 162 -448
3662 8489 -772
5259 3689 -414
1163 2635 -918
2103 5142 -262
4100 5700 -560
7236 497 -296
1877 2793 -546
1268 5650 -97
7899 7444 445
525 5700 263
5065 1628 884
689 6875 -150
2171 1994 619
3375 5834 -594
5173 8220 -495
5675 5820 314
1940 7219 -619
2598 8380 755
6223 1874 -613
1860 4169 -551
6777 3606 940
8520 5835 821
3762 5773 -368
5877 127 -569
7082 5643 731
3550 4999 -351
4274 4326 -300
3141 7763 -100
5099 1788 73
881 7737 -241
2018 4167 -158
6985 3284 137
5269 1568 603
4269 8202 -425
1979 3125 -832
4534 1748 -364
4558 1212 -614
5257 3868 -869
7050 5066 -557
8356 2106 -439
5014 5417 -39
415 3548 519
4030 2592 904
4077 3347 821
4907 821 305
2834 7409 -370
2904 7283 -987
6368 5471 -246
1238 6883 281
2326 8377 538
3234 1616 220
2146 8261 517
2475 3550 196
827 7860 712
665 5077 -714
3947 3231 -326
668 8108 -983
1394 4590 -840
4412 6200 -197
3787 7028 -710
986 1505 -765
6563 1585 150
8034 5981 691
2614 6456 -343
1281 4078 -985
6774 7730 45
120 6054 683
6112 5035 903
8415 3188 51
6049 7328 -883
8140 3950 -302
431 7662 194
859 8171 -596
6401 6035 759
1912 6626 -810
6316 1865 393
4905 5669 300
4964 5711 676
7713 2334 -968
3209 2869 -863
2851 1558 931
966 7950 0
2220 702 -882
2453 3731 110
2669 6672 229
8030 5274 61
5441 6582 665
739 7508 156
8231 7578 9
7553 2895 -216
4413 6214 810
3229 5085 456
1190 8213 496
4799 6908 870
8133 6432 480
4008 95 871
5254 1837 -287
1936 3364 -986
8122 8180 90
5225 4075 -48
7214 2516 -158
699 1506 -913
1468 7760 564
4936 2793 922
403 935 -646
7116 7205 78
5552 7531 -123
7890 242 -72
1617 8446 -434
2075 1646 146
6957 1734 200
2338 216 -558
4440 214 579
856 8328 -82
6337 6314 79
6616 4633 972
7891 500 385
6655 782 523
7553 5639 -451
7309 5089 -433
466 2885 -653
5369 4740 483
3691 166 832
1250 4409 -454
3882 7734 109
4171 1870 -429
3421 5543 -735
7603 5281 665
1290 1706 825
8069 1796 -418
2124 25 342
6079 5355 429
3792 3676 116
2488 5063 -121
427 3308 23
5059 7088 616
5092 1334 -546
6447 5355 -677
6828 748 -812
5655 7974 -680
2408 7577 319
1184 5404 847
2672 3980 -506
7186 2478 -573
1450 7238 -891
5849 4574 -467
3423 6752 -826
8142 7842 -938
6932 6630 95
449 2790 527
415 1048 708
785 7451 864
5374 6520 -303
6452 1470 -842
6738 3201 -281
7074 6008 329
8295 4790 -372
3694 674 280
2018 5631 166
398 5625 -499
6853 5856 933
2520 7002 51
5457 5437 708
6712 3465 170
1795 3862 183
6131 8545 -78
1257 1149 712
6222 8460 -303
7259 4974 -288
595 5779 -653
4676 6518 -827
2467 5094 233
3769 538 -413
1263 5946 781
4372 7178 903
4883 2789 -762
5993 6216 -651
2966 8118 157
5328 8180 -14
3826 7917 -884
676 5537 806
2582 1389 431
6278 4216 150
5714 6286 348
7589 6986 337
6521 5611 510
3536 7548 -92
2649 5927 821
224 3907 293
1886 2396 39
6970 8099 -52
6535 1234 52
4570 5884 -783
8012 1734 70
6969 8004 811
899 5697 980
8032 1666 -901
5801 6835 48
1014 8068 -917
5151 2210 -4
3008 7100 707
2299 5375 203
1278 1387 45
7788 7263 -189
1239 188 125
8365 4374 474
8004 881 83
6288 2846 -775
2906 7642 561
4415 7196 169
1661 448 -639
4247 8291 -181
658 575 491
1190 8069 -792
7448 2745 373
1115 4935 543
6239 3837 329
8127 4539 460
7314 3763 -76
5212 3011 -579
1381 6189 -380
7296 5813 543
8038 5022 81
4370 178 -232
1492 6993 823
8432 2364 -658
2334 3374 -737
3091 3329 -481
1771 3251 250
3099 6859 120
25 4713 974
5468 6857 -481
1209 1459 513
2180 5840 575
112 2954 -252
5772 2539 -595
2743 8286 -99
6251 3605 790
1197 4881 610
4634 5334 529
3962 4945 67
4365 127 -633
7938 4361 335
3659 2462 743
207 4909 -45
6817 7211 376
7924 2441 338
6485 2753 895
1400 6007 -293
3502 7350 154
2242 613 765
8219 2504 225
6386 4730 -405
4932 8278 296
5529 5992 -817
2169 7047 -823
2753 3105 -748
3237 6963 439
1015 1883 140
3913 2384 530
3457 2098 614
1838 6852 705
971 6546 -552
6652 4056 194
3450 3552 381
7359 7923 913
751 2424 -73
2651 373 695
8293 6555 337
4139 2444 604
1131 1947 -433
4407 264 -123
980 3353 475
6866 8336 -13
5081 3061 601
4228 6627 -756
8502 1106 -647
2787 317 46
6073 7704 -567
7446 8539 -38
6773 3421 -627
6398 7432 59
6024 4464 124
2793 6498 -945
8152 1757 305
7507 427 -261
4690 3318 -754
1600 4922 -983
507 5497 891
5808 2566 456
1021 7658 894
3329 6399 844
5011 7432 -322
445 6706 174
311 3220 369
155 1525 699
641 3960 -987
7370 4073 245
6686 5198 -804
8294 3927 310
5817 5532 -831
2805 5709 95
3207 129 799
1583 4921 -151
2767 5111 -538
4719 3543 973
7372 7697 -101
3345 4283 -342
963 6059 -299
3048 2364 -120
6945 3797 -959
3522 1417 -107
7621 7574 -844
4390 2285 -908
8036 3657 -724
2669 576 -398
1412 3836 -156
3498 4790 -987
8002 1776 -135
4173 792 180
6656 6845 -88
4341 5827 -421
4410 3050 -96
5883 7028 -340
7293 793 -145
4568 6778 434
6142 5144 287
2470 4827 220
3587 3808 131
5818 198 -437
4457 135 792
5750 6999 -150
6215 4842 603
7082 3643 119
6756 485 -88
782 709 681
795 4998 12
2958 3764 172
6218 4505 94
1266 1512 18
1138 5223 624
2986 6317 236
6143 7542 725
5512 5758 1000
7351 8337 -377
7003 354 -119
5304 2207 -63
2983 3530 -707
4892 4643 983
6754 7887 -889
7662 5686 -258
5060 5887 913
7010 6192 -735
6841 8424 99
3490 527 -630
7759 1986 231
8385 4730 -672
5636 5346 -288
6694 2725 562
4771 7311 -500
573 7375 593
245 7904 946
2490 3509 -529
1959 1813 -885
4431 1584 -59
1491 714 -651
6579 5150 346
6952 1330 481
1140 1681 681
3993 4292 479
3378 4567 -298
5813 80 826
2974 3235 518
6595 4319 228
8336 1543 241
4853 4036 -20
6768 3682 549
3071 1922 764
2381 7511 198
7673 8214 -266
7762 765 586
4646 536 94
4400 7226 485
3079 4423 537
3590 5634 -810
1758 1507 324
3411 3298 -997
2261 1366 224
7914 2953 -205
6293 5986 836
7134 5793 -699
1043 3536 634
7673 5698 939
207 578 -257
5694 2013 45
5041 7369 864
284 3161 -900
2589 2450 -111
6780 831 796
5471 7857 -682
1168 4756 -950
6571 7600 -89
3983 5973 -23
2200 7505 -475
6105 3172 258
3038 5262 955
5046 1958 -27
1635 7585 -438
4477 1405 -915
583 6779 575
2243 1288 -663
2412 7845 -267
1940 7604 -854
7899 3537 523
7805 5568 -995
7021 6014 -856
2450 8501 -319
2636 4474 53
745 6025 -244
4313 1387 797
5708 2115 182
2085 8149 318
8252 2513 -971
8016 1074 -281
8392 3874 994
7781 3709 42
8470 3789 -511
7527 4044 479
5931 8331 -512
5751 4171 954
1258 195 180
1912 7179 228
1856 7554 -632
8165 6041 469
4920 4706 998
3909 4877 -920
7195 5759 689
1039 8386 -825
2369 6199 -709
3414 6759 -205
6598 1975 -14
6442 2432 -544
3144 6980 -855
1617 7631 -987
1638 2674 -285
774 8339 634
2329 7421 543
1872 3155 -99
7842 2458 -647
7957 7234 207
2882 4406 -203
6427 1642 -317
4896 6463 -697
4344 1559 822
6279 3119 -26
1556 7395 12
158 1536 -528
2250 1530 -458
6889 4129 5
5990 2861 733
6753 4032 616
8422 2768 919
7775 4477 523
8509 2908 -705
5958 2714 292
1191 633 -582
422 5050 -560
7807 7912 -607
6555 6676 702
2567 780 188
5191 5732 -868
5792 5373 -419
2758 3157 -380
3832 7839 124
8161 4717 -363
6887 7462 61
2196 7927 -52
2194 4141 868
972 5436 474
3657 849 -746
813 3913 626
4907 947 37
6265 6704 -719
2790 1350 374
8020 8170 502
8131 8440 -646
2881 2963 759
6558 3580 -542
7523 4964 -960
36 3073 516
5639 7433 127
312 7705 -55
5966 8251 39
6295 2301 -21
6 936 994
7830 8335 81
406 4730 -715
5378 1642 -524
5585 2452 -611
190 5377 779
1664 3245 404
1580 2200 253
6095 3166 -827
8288 5703 341
6257 7468 449
954 3357 628
5721 36 -925
5214 6404 -378
1190 6516 -21
7880 4036 -338
6719 6230 905
972 5817 -90
2326 8323 56
3259 7607 954
4780 8126 -129
3331 2331 -399
7951 470 -388
5647 1509 190
5463 7353 653
7789 2225 -104
296 982 -801
6941 7584 543
6692 1285 600
3869 8188 -247
8060 1523 894
4360 3406 -310
2338 3395 -286
6042 1214 -213
6833 5329 -368
7634 4893 -118
1587 1404 -310
3559 1933 -902
5016 5805 -468
4843 6889 873
4650 4952 -81
1598 3455 -21
4904 6714 -415
8362 421 -99
5426 6410 -892
4705 2604 373
4602 5139 542
5543 7485 -177
4611 1907 -897
1832 2998 -760
6465 1106 502
6566 445 -611
6272 5114 -432
6191 6644 127
7658 4383 725
1798 6287 -447
4179 5414 -777
2901 6626 428
523 8070 -232
579 4861 -208
5068 8007 904
1118 5174 -115
8390 6405 555
4138 3243 -640
6758 756 235
8278 5657 -570
4872 575 -122
6029 4637 766
1279 4255 512
7249 135 -773
2844 7577 -454
3929 1836 214
2115 2813 534
1159 1549 -938
6907 2963 -2
7668 324 266
1591 133 -746
4535 6348 -326
7866 5963 -70
3206 6857 -160
5633 4310 -416
7340 3107 -438
377 1096 -959
2759 7632 -210
4608 2167 -775
7284 2956 17
7541 2907 809
3416 4380 -290
6843 8076 952
588 3391 -28
736 4264 -382
4025 7653 679
2721 2855 795
2910 8017 -340
1497 5540 368
7533 2000 -269
452 6295 -279
2675 476 674
109 3805 766
4176 1732 160
7761 7944 219
1559 3395 163
228 473 112
5304 64 830
1200 6545 -120
1843 3051 750
2691 6714 -858
1799 5471 -932
4073 5839 -801
2133 3354 224
1872 5796 -111
4307 5073 -114
7190 4550 -211
5914 6091 -818
3647 3501 -517
4355 174 656
8227 3791 258
739 5694 -168
4643 2745 462
2538 6259 -717
245 7452 -474
2583 601 -903
3793 1570 -884
1876 1781 257
1738 8004 -850
7562 6061 -841
2104 6198 -687
5022 4917 701
1541 6500 128
976 4116 -59
1801 6684 -91
7686 4826 -109
1429 6432 389
902 23 -259
7296 5262 717
4023 143 -529
7629 7044 -907
2316 1629 -305
7973 6539 421
9 2747 182
3363 8059 -773
3051 509 -765
387 4265 -357
5971 110 -419
2376 2368 206
4397 660 883
3659 5396 604
2632 266 533
1941 6160 455
1608 5626 -467
3196 4396 565
2461 5742 431
3872 3696 -765
2554 3734 837
1996 6797 988
4845 6745 -641
1712 1846 -238
1467 6272 -354
22 6856 293
5711 5392 951
3588 4847 -932
4196 4173 442
3512 7575 1000
5051 3341 504
1803 7639 715
8102 8023 -942
1456 8124 -170
4867 3428 216
5959 1744 -298
6260 591 728
1046 6229 -926
5658 3079 -566
537 6214 930
42 3770 -823
4371 2707 -867
5382 1982 -960
5667 1291 -406
6574 421 -985
6574 4053 -181
514 4069 385
1703 4520 147
995 1218 -692
2230 4679 605
5572 3076 167
2082 1771 -279
5165 8383 -888
1455 3854 271
1777 2085 -129
276 5009 4
6223 6864 -297
8473 625 -928
8284 2691 -26
2075 3389 -948
4017 5090 807
4513 5395 292
5455 7080 829
2557 4020 -894
1280 5744 -163
3030 6171 841
8375 8028 416
3146 3364 -526
857 7238 393
7836 3881 -900
4408 4155 504
2704 6259 -909
3154 3857 -147
3033 6038 -754
3572 6127 866
836 2536 173
4263 6193 -213
5997 2337 947
4536 780 -616
156 3054 -64
7960 6674 393
7615 4821 -644
7862 920 -267
4587 6589 -598
2177 2590 551
8119 221 78
1796 7335 52
645 3748 -122
1435 6618 -656
8006 6132 942
412 2426 260
941 2573 -754
3324 7164 459
5850 5273 -315
4108 5114 300
3036 464 -709
7207 5810 595
1834 3606 513
6745 4167 813
6079 5537 951
5992 4136 -878
2636 3112 594
5910 6495 -660
5240 5570 590
3017 5010 541
4291 8105 -690
7126 5285 9
5638 2283 -434
5611 5082 -607
1448 3359 -719
720 1322 -232
3969 8289 36
2028 4880 767
1892 6507 -683
6713 1421 564
5148 1089 -772
3107 5448 841
8460 648 645
8206 291 380
5218 6605 -254
1525 317 -960
952 5816 322
1860 3529 -67
1450 59 -777
7037 2857 -642
2134 5857 -758
835 3189 493
2166 5373 -580
2937 2746 311
4504 989 535
3930 2671 823
811 6094 640
1977 7458 443
5815 3940 586
3525 5686 -960
5349 7421 -975
268 5768 -786
8217 5684 642
6680 4946 26
5980 1335 298
2479 5884 -203
7615 7232 -849
3009 3865 512
5451 837 351
7217 8185 -337
5298 128 932
5510 4581 -812
8442 2621 507
7847 7029 -308
7467 1039 -938
8369 2621 -963
4237 1467 746
5117 3606 271
5877 7877 -782
6338 1067 430
7261 3452 202
6274 2427 119
8295 5686 748
7799 4118 271
439 8524 -445
3652 8410 -873
2272 7806 -297
6849 6641 -804
4738 2549 273
2628 3046 -575
4143 1333 -628
2222 2850 -590
4459 5561 -111
1540 1813 -438
2655 1725 198
1348 1864 899
5725 6089 113
751 4084 -634
6079 616 -91
8053 3379 -762
464 6185 188
3621 2212 -292
2424 3292 743
5257 3347 -655
803 6934 666
6602 2090 -486
7667 4283 479
5625 6065 1
6579 150 573
4394 3175 -430
2804 2218 477
6749 3958 -545
1057 7826 -172
6665 8471 515
4059 6598 527
3105 1458 638
1712 208 -53
2649 3708 196
479 4496 -662
6465 1071 -755
8442 4152 927
2817 8378 659
8186 3774 -724
7233 6602 320
3003 8145 -864
5648 8193 260
2262 707 -151
1112 2500 702
520 1694 658
3369 5916 878
976 3660 -156
5226 4374 739
6278 5646 594
3253 7886 -477
3946 715 517
2001 4144 -966
6943 2604 326
3301 7331 873
58 4169 152
8501 3012 602
966 297 -645
3299 7808 327
8069 3968 -187
2943 3017 -625
3809 3099 -316
4733 692 189
3424 3696 -517
4181 1721 -426
5302 7728 399
867 1461 51
8137 5905 141
2901 390 524
8271 2706 996
2781 6479 -225
5529 6089 30
392 2691 -548
3137 7371 3
1177 1558 94
7613 7455 -992
3970 840 -22
980 4137 46
6532 4040 -469
3416 6462 -38
5594 2420 -977
3618 8401 90
8160 6302 -775
1324 3864 -448
6956 2900 131
3601 6377 138
8095 5383 863
5148 1294 -142
4022 7584 -445
7959 5118 -854
1081 5517 -634
3354 3946 -107
6598 1442 677
7211 2115 601
4488 313 -12
5566 7148 485
7525 3417 404
5558 5605 219
7327 4752 94
4860 617 -899
6164 8011 562
2769 7394 50
850 354 -259
5315 1083 -547
473 6780 -377
1641 8124 -418
7755 1398 -755
1484 2202 703
7393 2294 892
6593 4088 -68
3082 7137 -551
6713 2977 -484
2293 158 -276
4170 8500 716
5305 1046 956
3550 6653 -630
5740 1861 -636
4972 2896 -47
3505 7576 -813
2938 3024 871
7747 1735 482
6397 3980 401
5171 4461 810
2342 6672 -943
1525 6344 157
2801 2430 -254
7453 683 638
3698 8343 696
3860 7868 514
2270 7212 -149
4065 3729 -304
3066 3410 125
8510 414 814
2703 7395 854
6560 5128 25
378 3572 -821
4489 3871 -675
5614 2976 -138
837 7120 -952
7847 7273 -778
4772 7337 869
6024 5188 -903
7223 1415 -492
5974 1873 -936
5804 6004 -802
809 380 -382
3194 2886 -612
1281 700 -660
7553 319 509
1776 4121 197
676 5287 -941
7409 3335 -204
6156 5148 793
3293 1265 451
6965 825 712
4277 741 -947
1642 1943 863
1642 7071 872
2697 4410 361
5203 7169 624
6552 7581 -152
1093 6796 -310
4082 625 633
6426 982 195
6032 3792 -91
564 7627 -830
174 81 270
6645 5465 -233
553 5660 947
4783 5841 -517
3894 7296 -958
5451 2986 -650
975 5494 -536
5864 3793 191
3024 2714 790
7845 8028 915
467 3337 -259
885 1098 -3
1475 6652 546
4492 5743 462
3703 6608 800
2524 2010 -13
809 5052 -514
1206 4149 761
3374 195 963
6678 6554 -610
225 3030 -40
1053 7530 54
975 1651 -619
424 6226 644
1848 6088 -44
7647 6996 -162
7875 1237 374
3353 2448 -431
462 3248 -672
5045 6168 -959
4179 3083 -75
725 6594 -242
445 616 350
1638 713 674
380 4829 -123
4525 7095 -35
3844 5096 -429
5878 7528 -300
4279 5513 -407
3074 2669 -348
5518 103 -655
182 3991 -240
5873 607 -505
3106 5021 654
5119 3506 542
7650 1068 852
3082 6122 -361
2959 1797 -388
4803 824 919
4979 5919 587
4539 3458 334
4135 1017 -556
5569 3156 315
4748 8213 -389
4132 4467 711
2578 3552 -119
3737 1993 -877
706 3520 -5
6815 1518 -888
434 7027 -724
6939 7982 -240
3100 1662 471
4417 7332 -293
7655 555 171
8273 6698 711
3928 2421 -503
6964 6869 274
1994 3439 97
3529 5746 -436
6873 4117 -235
393 1852 75
959 2155 676
892 6497 -612
5666 6837 797
2541 4970 -127
699 600 -2
899 5672 -542
699 759 -935
4276 4293 466
7132 8189 903
2794 8074 606
2141 5317 674
521 992 -222
6249 6212 -468
1151 5153 933
2917 4051 -342
6858 6820 -500
1057 8394 -601
4587 4268 842
4162 2047 -95
7332 1335 793
5209 3101 472
1260 2988 -444
3545 3949 -488
1038 2496 400
6099 1672 631
8042 2261 -817
3605 2672 -878
4430 102 -79
4672 3669 -337
7956 5862 -438
5916 4388 -981
2480 5208 796
3537 3956 918
6504 5595 873
3064 8157 -664
838 1018 -388
1413 4482 892
1637 3265 919
5994 5620 271
4775 2062 381
1896 1851 705
7203 3791 -2
5199 4797 909
7626 7442 786
7514 2590 -193
4771 8252 885
8169 1534 -736
207 4340 -781
1493 4469 857
2911 7297 145
8126 5473 946
6649 7958 172
4575 5381 4
3596 5796 -656
5873 7435 694
5149 3245 -613
1945 6644 -46
7141 2098 -781
650 5875 -470
4742 4298 -768
3097 1474 407
8078 1903 570
6764 2202 140
3905 8064 757
823 7665 259
5687 5618 -768
6659 7572 972
4692 4843 -470
3028 4092 -213
682 7492 624
8338 924 528
1239 1531 170
6589 2895 607
3495 6684 -516
1478 3378 200
207 3306 510
7457 295 -320
5611 6386 134
8491 5187 -422
150 2244 -315
4443 72 639
5899 2146 774
85 3114 -826
7355 6801 -143
7753 8355 -966
4226 6218 -672
2459 4626 -853
784 4426 77
3515 1917 281
3576 2117 866
8278 7013 -924
8438 6702 915
1160 7013 -648
6904 6804 969
5267 622 327
2883 3720 984
4498 7087 85
4037 1953 -512
6557 1434 622
223 987 314
4714 7568 -507
1280 8305 -284
6781 1401 -659
2692 1096 -250
3912 5274 -597
6471 2627 173
2564 727 252
7596 810 -992
3340 8263 947
956 6696 255
5404 5215 829
5578 2575 -27
3110 2479 462
2468 6883 113
7781 2171 -651
7489 2703 -608
7662 1727 -815
377 8095 212
7017 4024 -233
697 2377 482
3476 1181 -671
3928 1144 -902
6625 1840 858
6826 1641 400
6839 5222 -917
7911 6936 697
5866 6996 547
1543 1525 -130
6324 5144 458
81 88 -653
7047 6123 -836
549 918 -658
7651 7521 -534
489 5720 43
1007 3571 -211
1738 3670 514
5040 677 -9
3723 6585 853
5535 6396 -72
5623 3483 818
4177 3715 -997
8198 5374 -743
5790 2331 421
1200 4629 712
3990 8357 -235
3119 842 -256
5287 6891 52
827 7285 -766
2449 6545 462
6343 8515 556
5591 8518 -715
5219 917 967
8425 5291 -935
3165 3959 484
8122 1501 -498
4404 6055 -654
1248 5781 -353
31 3496 738
5747 3906 957
2202 5473 -524
3713 5442 -659
5429 5264 -553
7346 2307 -892
2433 7090 -859
2932 7377 448
8115 4708 -858
5205 2009 -765
6925 3509 694
585 7364 50
2172 618 -681
1186 1759 -985
2145 5168 532
2914 2662 923
153 6754 -802
8104 7921 -774
4764 8498 -242
5323 1820 -210
2006 748 -931
871 4173 -800
8178 6708 -752
2120 3467 239
3457 872 745
1421 4518 -911
6301 8497 61
55 2258 457
1111 520 -552
2542 3499 -40
250 5225 -325
2164 7112 263
3843 7764 871
892 2237 -566
4747 7701 -298
405 5162 664
8201 7309 378
7863 6217 992
4772 2994 -326
69 1838 -850
6349 1195 -706
4532 3239 231
2157 7516 -258
8408 2345 -336
3223 3695 540
1729 4531 -739
3905 5736 -711
1877 2245 403
226 8517 -790
8031 2703 924
8163 7695 471
8297 4347 868
5540 4508 666
1974 1620 -522
2877 4024 -127
1066 2340 -43
3343 1569 -776
4984 2115 -715
7246 1029 885
4615 5311 941
2254 2469 878
4133 7408 340
5689 2782 -942
5899 4818 -514
6177 4597 -313
645 7270 791
2491 7011 -680
8106 4049 -816
7945 5662 744
4945 6386 557
2989 7798 -464
6127 6814 618
5139 3713 -484
1316 6480 -260
7941 872 -119
4175 2544 -744
2548 306 262
7251 5150 263
4455 7259 -30
549 6822 994
3031 5615 -62
3942 1673 -966
2465 7420 352
8430 7225 -954
3065 3267 -807
6391 4611 -82
3457 2970 -854
1208 8004 69
2291 1333 780
8082 3094 85
5602 3978 -186
7499 1176 -941
1507 1730 912
5569 4662 329
542 2615 854
3775 3912 474
1441 288 257
3688 3182 -339
2005 5143 -742
7417 1039 -888
2653 2009 -797
2929 5495 720
6649 5835 -133
4854 3897 -762
6361 58 730
6710 8092 -148
6403 6218 -137
2836 1229 -588
3083 4197 -451
165 63 65
878 1392 735
8222 7682 -926
6059 5574 794
324 6085 455
7748 4756 -253
8228 8379 -354
6132 7348 -774
3220 7027 250
4170 4991 -375
7853 3727 -39
1928 477 -190
136 4533 -305
2053 4613 449
6736 2613 843
4316 337 898
991 6680 768
6568 3460 48
6766 3121 -425
5356 4674 -831
1729 3192 701
5053 520 -257
8404 7812 29
6448 3761 -679
4254 5696 789
503 2876 249
4283 4183 14
7 747 712
2 8499 261
6735 2027 -936
7275 7871 -567
1718 5529 698
7962 4564 906
1907 3239 -521
5895 316 -695
65 7287 -939
3823 3968 -306
2124 4951 -910
112 2225 -697
7317 8365 -44
3676 5346 -584
4587 7405 -375
5250 3403 -171
747 90 -949
2549 5945 563
3934 6323 -525
7333 3413 -896
1762 1600 -487
2959 5394 660
520 2852 -886
7824 4851 -752
5263 3614 -351
4283 3760 554
2868 1853 111
2062 3462 443
5760 4198 505
618 886 -684
1421 6400 449
5167 6126 709
8429 4493 -773
8166 6729 623
6356 321 -995
5646 8287 450
6634 4193 -454
2054 8100 679
1742 3087 -386
2990 1804 -212
1289 3304 -264
3523 3931 -425
2079 4261 483
364 3177 444
8051 6446 -580
7604 4660 -58
2289 4505 -814
5543 4171 -545
5623 2135 114
7961 5280 160
4280 5683 -405
5956 6834 -478
1814 3884 -801
4788 7121 -408
4258 6074 128
3158 516 -473
3575 6835 -786
2673 2669 -545
6147 236 -468
6116 1076 -479
5304 2503 878
8470 7861 453
1753 1234 194
5206 131 288
4755 8523 -988
264 416 -414
