19
854 1647
335 513 999
540 206 832
655 232 263
827 113 932
676 673 832
18 54 652
781 252 24
824 248 7
465 124 179
807 107 654
384 562 94
303 501 229
17 587 174
560 641 741
1 325 313
314 718 217
213 808 24
383 698 565
267 335 359
56 830 769
368 180 216
184 147 659
558 329 365
73 98 486
651 463 237
138 678 829
599 225 77
792 162 259
181 628 267
365 590 654
746 46 579
658 661 839
420 747 172
228 793 965
784 63 789
802 826 704
404 124 330
331 383 721
274 146 84
207 663 903
536 798 89
487 514 393
775 129 29
176 771 750
559 91 331
475 501 918
255 801 129
579 328 897
207 201 684
484 452 122
31 739 438
331 571 926
292 416 604
359 165 118
775 674 70
749 256 971
217 150 380
497 260 883
148 57 238
108 102 441
312 424 48
208 303 889
160 574 819
477 132 439
295 785 382
523 647 930
784 511 450
814 391 723
703 85 182
646 116 16
226 510 351
520 47 37
644 549 962
131 245 419
762 338 946
437 391 775
65 213 100
737 588 823
147 482 848
242 789 901
305 306 514
786 253 154
353 371 913
753 204 427
713 15 271
57 506 795
656 380 781
73 782 372
357 52 902
119 763 784
436 810 940
13 712 377
459 367 727
387 136 264
437 421 684
322 567 677
408 212 15
516 212 440
143 160 625
423 86 656
37 66 144
178 146 850
485 240 726
122 78 448
243 190 595
423 582 934
22 419 432
225 733 904
114 304 404
721 171 785
97 150 575
191 775 277
558 248 353
770 648 731
185 695 95
461 270 19
181 272 608
424 686 521
466 741 118
440 669 170
575 571 544
504 24 114
464 62 687
293 56 623
507 229 640
701 453 398
362 119 140
810 691 667
460 215 839
324 213 384
322 65 388
523 132 446
446 272 342
739 83 306
400 593 802
334 526 493
109 532 442
82 460 836
615 25 285
98 399 744
614 488 14
229 451 794
55 30 210
80 735 839
511 393 995
442 813 8
632 484 474
157 395 466
128 475 803
637 298 466
276 404 386
632 512 250
285 819 614
314 737 479
63 564 592
40 109 962
640 129 776
341 71 739
660 544 389
726 286 398
807 29 746
195 761 568
158 40 420
236 69 38
22 388 812
642 458 26
222 730 875
303 89 158
347 93 629
579 772 821
372 190 280
373 636 773
662 535 714
509 430 568
788 669 975
87 591 569
669 747 229
786 283 409
308 177 205
194 792 35
235 361 75
496 128 236
675 566 693
830 357 14
471 568 658
500 237 898
743 29 714
345 644 997
422 511 892
553 821 965
465 644 533
370 1 793
273 813 957
540 390 551
605 660 297
816 564 577
552 701 693
282 573 746
615 275 586
489 567 111
440 781 637
143 363 690
313 426 659
520 672 961
810 750 669
382 586 561
579 14 842
252 577 167
385 816 248
358 25 411
296 338 849
793 752 300
659 715 348
757 321 233
241 251 987
228 217 151
706 596 951
551 479 754
25 306 771
473 387 171
640 358 992
52 426 924
178 825 477
525 229 256
520 239 587
715 317 345
440 680 497
674 778 113
376 381 828
750 305 609
759 343 691
581 481 254
543 765 613
534 210 372
777 703 802
406 587 289
374 547 245
582 421 601
374 251 174
507 258 191
263 88 659
133 799 660
50 344 46
386 309 931
197 516 890
361 548 44
440 159 43
878 1828
537 76 348
550 606 756
604 37 884
634 208 997
831 822 961
581 842 381
658 257 456
377 39 712
258 27 900
281 706 440
860 474 622
706 829 522
33 23 436
637 688 461
387 700 778
137 551 440
265 608 245
833 280 104
670 778 223
433 486 451
833 632 630
328 496 81
511 195 742
333 255 958
3 401 144
346 171 398
640 727 562
306 450 210
747 370 630
84 83 244
154 455 487
555 634 531
483 838 608
567 450 252
464 417 574
745 739 419
565 351 109
286 387 833
849 215 569
773 448 481
542 481 366
286 785 570
240 829 555
148 152 315
103 431 50
205 50 804
731 58 658
239 842 811
85 421 843
56 293 75
731 691 159
440 146 331
320 500 146
15 802 131
519 606 932
425 192 482
729 360 66
680 135 219
562 423 604
192 867 471
777 570 637
614 456 878
218 628 586
68 100 454
768 359 878
706 154 196
99 390 99
805 257 522
498 81 298
697 852 525
708 752 426
783 748 749
307 511 375
147 495 720
860 22 722
762 39 987
501 205 263
33 448 271
224 236 688
653 204 568
673 603 457
451 202 473
241 164 577
517 449 173
33 320 307
238 629 518
424 191 506
860 612 171
58 197 627
58 442 141
796 608 321
187 736 777
868 260 438
419 535 821
103 364 261
424 19 819
495 89 80
819 548 946
399 54 502
116 34 146
793 129 815
853 179 182
394 18 575
528 603 744
586 89 463
2 156 446
531 313 113
507 575 645
611 336 205
721 692 247
827 159 427
730 524 839
753 807 935
343 204 856
872 443 453
493 655 803
766 380 827
398 560 21
447 805 6
714 523 928
348 228 926
486 483 343
376 211 930
615 178 585
173 60 471
498 248 372
246 319 75
448 764 200
7 79 894
824 206 610
170 47 478
746 400 806
587 379 521
531 652 610
388 418 422
576 32 577
138 133 25
416 436 87
307 534 754
852 417 491
775 523 296
70 666 139
207 456 711
303 615 454
100 789 666
348 492 544
655 815 351
809 447 911
677 673 162
369 869 686
603 355 399
749 785 134
674 870 261
818 371 395
257 293 609
630 165 550
433 746 912
613 245 682
79 83 398
801 248 955
172 96 533
540 482 497
715 621 856
777 454 22
398 271 918
307 279 189
691 44 492
2 759 491
274 474 425
502 495 642
596 876 940
695 42 676
263 81 338
31 559 958
751 425 62
370 476 77
553 728 177
223 374 94
509 412 372
750 215 351
386 804 235
694 627 865
865 222 868
662 356 832
623 7 805
203 766 689
214 701 330
52 861 530
37 7 352
231 198 924
456 634 628
290 228 792
663 196 154
851 630 171
375 373 163
43 521 13
296 36 44
796 632 11
692 214 670
705 555 409
595 760 154
3 427 169
502 286 20
468 324 810
69 173 666
653 474 13
255 317 90
238 853 870
472 774 831
281 165 909
780 677 650
828 686 353
844 348 17
647 495 375
566 342 806
406 370 883
192 855 656
817 261 792
249 14 372
667 804 363
513 842 446
335 817 411
235 409 800
855 389 426
22 215 39
805 644 498
203 837 684
165 185 318
725 674 142
18 232 148
382 698 248
400 805 234
432 796 177
253 152 790
411 725 684
328 616 278
94 429 102
845 855 968
585 554 95
326 829 979
736 234 717
123 360 410
811 754 398
128 122 859
461 505 259
593 333 97
697 192 338
488 310 34
510 414 7
828 416 116
226 485 668
673 747 541
161 169 385
492 205 903
6 686 790
277 518 833
554 405 383
491 604 423
568 680 829
740 527 266
339 272 839
93 151 360
431 497 913
225 778 887
650 601 719
96 474 130
113 457 818
504 307 493
226 840 151
19 570 979
355 591 618
492 279 687
104 848 468
320 239 385
563 725 176
110 415 490
652 820 163
505 555 341
539 314 380
468 791 375
78 397 435
813 204 889
550 24 190
234 477 152
119 760 579
157 493 888
20 238 25
664 662 568
61 755 155
309 206 77
197 427 697
384 309 37
273 120 156
105 396 178
595 205 401
171 722 859
717 66 465
428 817 38
367 409 218
771 434 836
234 501 450
730 662 718
815 478 54
525 754 311
530 298 947
549 193 319
619 287 893
258 824 439
530 45 785
463 790 767
289 684 547
542 197 761
309 776 244
779 458 741
710 778 659
63 831 776
819 548 144
295 166 30
479 284 274
755 352 932
315 628 952
817 278 834
845 70 669
3 637 792
561 755 897
86 572 943
190 315 67
765 820 663
626 301 847
666 748 826
576 530 673
671 712 446
422 684 523
788 779 564
569 125 757
570 371 889
848 575 999
542 598 446
319 672 22
572 367 741
425 630 935
115 810 423
876 133 284
638 546 221
175 139 322
788 533 13
478 498 230
236 138 370
590 469 483
571 318 378
590 837 270
822 222 168
682 478 436
303 635 487
701 535 155
605 1 479
39 525 408
214 125 565
424 670 539
170 43 224
39 406 311
139 458 614
624 806 254
224 207 707
700 285 537
42 834 164
334 51 245
836 224 690
237 109 926
379 29 366
772 803 346
614 56 187
58 548 937
729 652 227
285 675 444
431 386 693
392 211 641
635 755 557
165 838 124
215 234 75
718 459 717
454 406 281
468 792 40
69 581 848
141 633 641
518 828 801
595 534 78
114 664 465
356 412 453
418 731 147
143 23 687
120 305 5
781 115 295
859 461 530
455 793 331
779 22 369
548 776 544
437 537 179
294 72 660
114 335 908
530 429 911
427 676 812
257 144 192
506 193 217
821 68 614
417 334 511
132 463 232
553 62 556
301 15 968
837 429 135
293 692 120
194 296 769
698 7 814
242 224 983
754 38 111
291 343 499
749 44 315
581 383 872
111 418 736
496 749 671
210 435 604
864 164 900
578 285 673
259 375 160
2 53 837
62 76 753
673 783 130
849 806 870
193 741 314
561 639 793
74 640 814
115 602 412
110 186 341
501 227 531
671 113 18
67 48 744
266 798 995
380 351 855
92 70 53
181 331 77
303 15 907
224 552 504
27 851 963
462 335 346
515 209 100
725 855 621
413 151 56
552 276 328
189 817 904
357 2 663
385 82 615
424 696 348
281 392 344
413 661 279
748 473 417
354 673 658
311 295 367
572 688 797
507 92 767
223 312 942
392 537 182
344 777 708
300 74 196
97 4 613
431 445 51
225 524 844
795 792 241
605 301 828
163 178 822
116 344 272
764 748 262
784 62 85
122 350 59
272 24 297
714 498 270
726 286 403
336 707 749
15 565 481
18 73 279
769 674 206
543 282 499
191 477 874
177 436 400
509 464 388
301 751 572
650 717 475
530 197 505
624 8 560
219 115 16
283 343 920
423 362 773
455 708 608
65 843 587
469 777 518
69 418 224
151 620 698
380 592 19
31 723 268
862 165 801
336 310 825
571 507 787
373 424 695
201 867 208
521 91 938
32 862 763
356 433 481
866 825 176
110 585 63
253 609 116
845 825 967
474 290 777
11 771 413
380 664 455
10 20 65
86 562 576
215 751 260
796 457 409
590 33 600
95 643 452
491 649 185
387 653 960
234 380 992
458 760 269
416 225 967
830 129 143
648 88 151
682 440 243
499 725 918
605 317 834
263 158 321
588 46 587
75 428 395
147 582 405
69 74 566
725 848 816
467 706 165
683 513 191
196 528 84
29 21 805
96 814 93
814 750 653
529 738 34
107 833 59
413 340 107
486 172 483
313 175 933
220 270 996
207 717 987
97 517 650
657 800 222
751 35 649
33 819 429
811 303 925
645 376 273
360 780 214
755 846 746
421 121 858
318 834 865
794 673 635
343 262 467
350 208 815
544 735 606
136 214 723
535 359 358
754 166 412
398 168 528
789 558 460
827 43 762
504 151 630
508 828 216
745 42 761
635 556 700
851 33 112
776 296 290
79 148 866
530 209 487
460 159 103
221 568 645
158 166 469
729 101 617
471 825 583
420 704 568
534 826 296
270 536 908
85 709 666
84 112 865
470 623 325
611 451 169
32 807 289
472 873 405
316 253 123
757 116 143
725 447 493
366 479 117
744 832 60
737 117 617
845 181 764
19 292 283
47 854 73
521 212 561
369 831 648
794 389 930
47 113 902
562 435 605
81 146 375
690 78 482
14 377 954
481 567 12
345 562 670
853 162 97
713 210 572
318 67 685
563 257 212
846 347 751
80 733 712
103 740 115
724 59 72
539 389 387
437 131 444
708 575 512
339 708 764
700 183 679
730 347 872
700 806 46
430 211 427
368 282 200
253 282 963
395 556 8
15 212 808
654 613 242
840 17 409
426 33 71
619 722 888
116 154 682
551 587 424
614 6 777
100 309 958
594 625 714
607 73 746
690 400 920
867 357 892
590 70 987
75 212 387
723 94 91
158 441 603
255 330 58
406 789 965
356 665 517
727 307 407
678 653 87
767 43 571
125 618 201
691 578 993
171 81 893
517 364 811
320 245 401
449 104 839
537 789 845
408 224 400
827 143 728
749 691 137
672 167 66
809 593 98
870 581 801
315 143 869
475 747 544
458 584 347
605 469 397
479 54 201
595 800 887
474 137 480
485 298 960
731 504 250
375 647 296
780 649 873
682 305 868
130 543 247
148 58 135
728 634 92
723 659 279
747 175 609
295 471 444
9 708 789
391 377 729
561 445 749
606 462 771
594 617 100
863 19 165
874 283 646
329 568 293
746 254 5
554 762 827
682 852 933
459 765 401
276 776 802
140 704 405
560 166 398
551 295 639
262 671 569
518 602 427
399 875 998
867 196 790
318 849 348
172 238 701
473 522 503
361 272 550
133 749 394
626 65 440
426 242 663
596 478 803
495 369 869
484 308 256
310 484 62
29 567 54
400 295 806
560 43 148
586 207 774
756 258 481
740 870 733
329 772 277
34 89 219
28 209 696
235 159 210
35 742 632
504 14 720
519 400 915
818 623 542
675 227 539
13 838 480
239 538 341
132 557 198
187 515 385
96 519 785
831 627 914
870 357 607
235 533 900
799 452 950
742 773 107
827 89 204
801 871 730
833 874 319
447 569 16
216 574 823
80 661 458
535 811 334
642 275 280
745 347 416
38 632 799
400 273 637
119 343 85
717 5 410
66 244 203
185 542 188
543 855 363
196 703 722
75 241 576
25 333 279
794 72 196
167 80 738
604 778 4
241 274 650
265 738 628
126 28 618
69 388 680
284 144 347
446 193 252
733 570 113
845 141 482
150 575 747
230 600 53
213 836 336
16 445 775
486 39 838
677 501 565
175 284 943
449 683 673
49 537 335
661 185 3
311 320 416
770 707 580
458 54 235
294 68 569
392 713 463
578 608 680
166 59 19
493 205 73
178 208 847
646 740 259
432 838 642
635 554 79
803 499 997
521 799 432
611 686 16
859 351 176
335 381 171
252 856 121
862 53 903
373 257 746
233 710 352
616 99 144
691 532 938
24 586 891
876 390 112
447 387 735
225 850 926
119 802 606
109 624 763
152 750 385
265 513 351
735 523 866
39 97 620
207 757 86
319 5 355
854 603 275
316 108 910
234 83 854
527 641 895
675 497 668
737 729 936
845 100 301
390 196 85
707 873 90
602 682 590
321 157 941
589 842 319
616 7 207
860 445 439
172 280 534
468 614 315
213 745 60
742 611 565
421 327 234
374 488 761
306 703 752
831 258 552
741 623 762
152 44 79
135 108 642
645 543 590
38 793 487
163 301 363
818 375 683
66 123 459
666 609 61
123 289 686
224 557 910
80 464 929
269 42 740
787 258 33
201 450 272
834 418 837
710 652 606
214 340 675
357 324 990
876 89 423
454 595 684
818 552 960
301 313 335
509 771 982
637 90 674
368 677 971
713 623 904
659 449 670
101 214 477
413 771 969
509 875 278
495 802 143
439 361 756
131 300 402
187 31 623
610 826 557
191 186 898
609 624 691
569 866 819
761 138 2
183 97 467
124 208 313
102 489 75
248 578 262
750 793 324
97 382 376
865 746 677
556 636 574
524 449 132
296 526 182
665 524 972
33 672 29
147 712 804
455 528 310
384 661 493
425 409 129
265 596 546
501 116 216
124 573 841
320 75 294
353 248 515
437 283 115
230 262 694
196 873 139
808 210 736
177 328 586
835 148 427
7 541 395
864 122 773
623 755 583
384 123 338
300 92 291
657 240 101
14 111 209
179 293 467
152 298 590
612 344 821
766 822 425
385 135 383
700 786 150
465 62 413
306 848 381
363 42 679
257 330 387
831 186 522
607 41 937
799 260 300
19 861 106
408 529 726
576 774 216
713 703 163
536 185 120
691 391 697
170 576 973
644 257 649
850 140 250
107 604 6
411 788 763
765 576 429
853 362 723
462 524 799
137 867 339
781 832 653
45 291 367
70 523 755
237 511 996
779 16 993
499 799 878
825 828 952
201 276 86
695 127 271
608 724 663
78 111 763
357 648 927
505 369 282
560 734 675
714 605 122
318 378 985
821 634 941
658 212 799
620 64 946
268 730 537
35 564 910
287 336 391
863 251 957
306 301 227
320 651 107
552 766 840
619 205 783
868 360 802
249 409 762
447 415 979
796 621 936
28 78 343
107 851 542
269 809 219
264 178 61
70 877 311
452 319 232
722 228 12
19 666 594
295 639 136
317 365 414
328 84 447
277 729 992
189 664 276
606 247 445
341 380 495
294 732 806
206 251 880
217 28 606
435 340 753
281 782 717
576 96 410
537 803 774
243 328 726
163 289 492
556 54 947
860 547 803
87 264 672
744 268 734
823 585 145
659 617 903
510 559 640
344 547 11
347 821 623
856 51 363
757 354 90
75 11 999
434 234 542
184 390 353
537 460 412
623 537 274
498 632 205
186 821 281
476 129 439
29 552 163
388 153 767
118 620 988
208 265 942
535 751 606
550 514 691
327 565 326
760 56 783
580 57 177
300 482 131
44 567 667
746 187 947
97 292 828
591 738 803
332 123 826
816 600 11
124 212 925
557 243 323
736 495 802
76 363 781
62 221 67
248 538 895
605 30 319
104 678 478
416 691 596
667 726 8
572 81 78
681 835 476
271 583 640
579 448 329
431 572 287
238 297 870
494 606 594
766 16 320
185 101 387
148 342 12
591 390 384
784 6 397
10 812 887
458 178 521
446 547 676
670 269 793
802 868 918
118 75 438
7 556 477
575 383 692
864 688 746
735 579 224
68 774 565
381 777 523
146 848 488
228 588 509
588 726 63
540 583 773
187 60 54
428 388 144
115 785 598
292 677 864
707 745 456
111 637 261
727 513 467
340 716 790
175 827 770
779 125 263
493 733 890
629 715 383
804 455 876
623 29 834
215 590 472
824 727 480
269 531 6
708 138 207
846 783 770
623 87 546
806 73 851
727 633 107
389 712 657
850 675 946
571 604 385
347 734 899
867 159 657
267 222 685
563 612 38
474 411 300
246 238 192
495 139 969
639 350 606
528 30 623
167 497 533
701 140 142
466 471 275
286 221 761
165 540 324
832 499 102
576 500 701
136 793 931
14 376 795
874 60 944
427 873 255
77 455 749
797 614 512
810 800 366
655 198 15
745 413 850
386 124 607
199 107 958
445 191 703
108 542 31
416 289 299
697 743 313
623 718 123
371 32 261
683 235 474
241 54 891
844 478 735
698 801 183
271 188 622
760 753 724
666 249 603
139 198 617
824 42 684
499 437 946
666 153 593
425 799 607
253 732 120
682 541 602
422 643 169
440 755 986
288 160 209
649 472 670
404 438 468
647 51 482
525 383 395
503 82 679
664 744 61
693 251 469
692 508 235
324 117 714
507 810 324
283 193 346
62 733 538
593 393 452
804 764 57
813 794 50
271 170 629
651 784 33
679 27 690
798 175 602
136 761 668
564 618 503
101 231 967
238 128 698
583 430 256
214 155 985
602 769 601
217 541 179
371 274 737
236 159 141
386 134 766
814 476 589
709 413 173
655 16 759
78 481 618
374 634 97
393 667 411
339 656 625
500 812 666
461 341 215
736 180 302
665 461 988
789 607 456
171 667 577
258 109 300
516 644 170
158 601 339
684 56 644
208 433 285
327 426 26
347 687 965
652 397 767
143 247 564
740 371 666
403 147 411
691 377 495
842 114 119
243 564 324
49 627 811
855 587 838
761 281 925
131 558 20
562 694 305
566 494 332
766 199 265
493 553 864
778 297 260
747 571 887
232 846 879
589 195 914
349 355 983
875 264 3
383 596 207
369 118 913
163 515 211
241 330 764
199 504 295
563 783 732
442 215 239
218 235 600
462 658 794
261 828 955
107 343 219
663 654 207
726 190 744
347 864 296
286 546 609
215 285 247
800 152 608
575 53 194
59 209 938
90 212 115
233 475 215
693 535 496
629 223 622
280 737 312
574 139 5
202 210 360
743 619 575
345 391 352
682 285 935
69 799 272
119 360 202
514 791 978
128 328 20
874 747 639
40 207 851
671 290 690
570 146 737
348 516 489
470 536 487
396 455 949
383 436 337
506 575 630
550 675 757
850 140 789
310 763 953
291 488 758
877 410 737
512 684 777
369 110 942
334 468 324
209 292 150
600 764 196
351 634 715
412 161 115
65 524 871
364 471 289
760 644 60
658 586 477
164 187 555
612 843 949
463 65 993
320 526 891
560 576 895
262 461 585
553 805 515
848 348 103
681 263 840
220 405 376
834 489 561
629 746 733
490 151 418
833 148 313
153 465 312
51 433 56
667 423 482
745 443 339
383 140 629
125 465 957
489 558 989
493 174 639
859 487 879
525 478 441
352 544 637
605 418 146
802 790 680
816 765 799
5 273 567
689 305 710
422 578 899
80 346 511
875 398 925
858 419 937
650 303 924
474 748 690
821 120 589
143 442 159
729 206 959
719 780 913
822 709 916
558 516 397
477 373 431
321 735 435
704 780 788
157 637 575
22 13 777
447 556 33
277 406 856
855 227 159
276 650 945
475 401 687
330 180 586
455 459 549
470 214 942
281 165 510
460 465 474
776 198 928
608 563 6
360 314 340
60 169 829
855 780 631
545 524 179
464 486 949
420 69 771
860 50 316
111 125 433
333 97 640
104 109 215
620 829 624
177 712 437
402 680 118
222 668 997
821 841 210
412 30 752
349 665 467
711 844 658
706 218 173
791 222 685
745 198 3
685 97 90
173 236 391
380 557 666
292 874 729
715 93 102
668 415 334
573 745 834
36 846 795
271 201 986
223 501 855
142 51 431
565 525 172
60 246 333
253 784 313
76 578 683
69 168 329
497 175 303
304 85 540
807 557 817
344 168 707
653 226 615
444 850 815
140 110 372
207 809 939
474 269 672
344 252 333
116 695 948
45 240 908
877 362 366
786 585 158
339 232 951
192 684 373
763 607 301
138 650 824
323 608 208
332 552 312
283 240 230
805 285 5
815 509 500
331 286 377
779 84 802
252 653 596
273 298 672
647 273 236
397 566 957
505 23 496
768 522 511
392 227 502
793 696 745
65 581 843
155 722 718
187 10 95
18 81 923
518 170 387
266 457 591
489 170 643
483 788 717
453 597 786
229 598 596
221 625 255
71 790 915
650 790 512
533 294 539
557 274 222
526 586 839
248 241 659
337 479 53
697 803 190
758 502 678
767 616 453
53 387 706
102 664 987
670 543 18
610 418 20
614 568 23
130 151 970
254 568 972
532 456 179
686 794 304
140 97 265
54 639 837
207 18 146
630 399 703
130 623 530
15 337 730
587 509 963
271 268 663
470 838 682
405 708 201
644 235 750
158 120 639
146 662 756
273 678 381
565 757 672
384 434 733
65 144 58
233 678 775
858 757 405
31 264 788
518 319 585
135 615 706
220 611 430
370 705 881
747 116 514
659 108 839
430 128 230
159 319 599
451 736 101
141 859 668
207 388 471
595 517 450
84 700 434
766 821 108
26 166 999
684 271 20
475 731 780
98 102 336
67 555 202
280 255 903
404 791 186
86 759 39
472 811 643
458 750 928
176 250 593
254 272 483
663 359 284
461 1 958
557 150 978
493 547 603
667 324 720
58 180 251
32 594 61
265 201 630
670 318 598
619 730 251
468 39 51
497 427 760
83 432 518
259 738 646
378 7 2
118 666 657
355 606 962
266 293 26
54 83 551
515 805 631
638 852 224
168 462 60
842 684 598
447 706 35
438 31 472
566 674 189
699 416 862
306 486 575
833 67 405
196 97 917
41 189 962
332 187 671
271 805 56
79 342 411
528 264 627
519 118 666
707 682 254
53 341 522
752 514 170
444 868 396
865 252 372
464 258 561
516 89 51
242 469 654
277 601 6
264 230 488
287 668 561
148 237 918
651 572 199
776 218 415
645 726 772
24 161 878
736 6 871
764 222 87
386 245 583
606 660 718
111 735 777
129 124 300
516 403 279
646 797 605
719 73 581
201 220 858
123 365 623
134 166 883
442 765 133
703 835 515
535 482 167
350 181 680
272 862 928
371 715 85
405 106 870
59 723 975
429 120 510
835 471 718
455 794 938
547 399 972
223 40 266
839 685 43
405 795 146
314 425 417
700 241 634
27 28 73
670 534 424
83 762 536
650 521 647
696 849 380
72 512 871
350 169 730
197 710 327
360 582 969
171 296 67
191 787 56
839 292 140
23 183 617
708 397 358
353 507 130
431 757 11
422 366 424
821 646 530
216 65 604
66 24 190
85 296 183
508 302 22
284 454 101
250 448 63
14 525 550
486 495 715
319 874 648
413 118 153
749 733 49
303 379 963
166 289 57
855 532 674
201 507 963
56 580 287
626 418 250
510 814 834
454 72 687
763 642 358
617 361 616
510 808 843
167 16 507
793 696 703
341 793 737
606 96 315
373 788 295
248 103 743
508 798 430
766 559 682
768 825 404
570 514 792
380 310 619
851 238 801
220 759 28
778 491 87
543 95 720
251 659 702
467 423 161
277 863 619
56 402 357
60 574 763
497 781 825
566 362 430
10 73 475
681 205 750
640 582 624
436 23 335
221 481 116
843 339 814
343 291 248
796 705 271
630 377 795
217 202 635
259 311 899
400 95 505
411 424 279
334 330 116
242 847 890
220 589 495
486 690 576
877 351 321
507 659 140
615 406 870
30 343 521
91 292 286
66 288 84
631 745 4
329 18 725
548 480 361
371 690 733
25 725 183
113 452 708
446 228 766
236 733 845
713 108 766
463 854 945
84 112 399
164 530 943
169 802 183
296 85 122
568 7 179
240 697 713
488 372 834
794 40 162
332 83 805
567 93 634
680 182 73
305 533 846
447 854 787
744 847 47
489 858 547
230 610 634
444 822 331
256 656 790
408 414 741
717 871 578
108 364 981
733 770 663
334 39 694
432 761 668
249 207 586
542 133 331
628 703 492
11 610 461
33 25 980
394 545 695
144 146 177
139 567 518
876 709 259
846 642 86
29 7 137
796 768 696
409 770 541
454 309 172
670 272 17
259 134 497
199 534 799
503 715 532
461 508 106
546 771 123
853 657 397
204 732 313
465 662 971
488 638 417
454 675 99
32 6 780
524 339 947
820 90 410
69 811 536
863 159 447
382 615 756
861 15 782
210 40 909
741 284 753
503 422 605
864 490 324
349 545 785
522 478 845
70 34 687
629 556 517
291 404 992
529 762 939
853 442 44
650 267 425
164 625 795
534 769 522
325 475 535
856 862 782
859 812 380
825 730 114
116 352 202
502 449 893
202 63 457
236 347 580
320 675 848
103 870 171
717 374 96
358 523 317
48 837 590
304 260 551
650 135 474
198 271 594
152 169 790
132 97 869
429 652 959
233 564 230
824 697 310
554 615 867
688 716 913
2 311 358
430 106 339
170 818 960
842 357 611
428 511 778
9 248 324
299 529 800
275 378 676
565 270 140
723 101 143
877 771 664
784 60 338
385 837 548
482 245 410
776 752 588
21 183 630
262 318 93
183 597 397
486 65 139
575 77 712
104 334 48
100 360 832
275 649 265
558 191 601
215 640 464
735 239 371
180 468 544
787 619 724
302 861 935
264 353 768
770 621 791
486 125 938
875 101 824
689 40 579
40 791 206
425 693 926
459 788 830
63 388 457
146 332 239
385 584 902
55 585 223
512 32 820
187 15 305
566 260 764
539 337 666
854 349 537
91 93 55
34 160 359
760 621 664
298 603 484
508 496 612
390 406 870
622 565 449
604 703 764
574 435 115
643 625 231
342 448 500
147 655 238
183 206 345
154 29 948
753 539 794
134 553 97
90 455 623
33 628 533
245 455 413
733 348 972
677 364 89
730 21 99
167 368 705
652 505 246
345 269 500
569 641 639
719 382 417
278 104 1000
177 77 9
609 704 503
693 386 509
200 647 885
445 437 372
300 492 461
351 203 398
365 223 190
617 197 613
177 229 579
826 292 514
955 1892
72 143 556
500 517 988
485 681 544
191 724 803
860 942 240
462 414 447
774 829 497
234 775 812
49 807 701
558 160 688
175 582 961
12 637 394
9 467 327
327 229 341
227 324 42
332 501 779
650 423 184
449 731 107
335 434 525
219 249 381
290 448 557
901 848 378
321 52 711
531 649 852
200 752 746
851 609 956
133 878 455
570 413 1000
350 325 755
73 167 943
265 844 527
172 857 687
254 37 803
167 255 862
432 273 261
608 723 673
68 805 377
391 689 203
761 581 388
137 706 671
633 847 405
200 418 96
39 547 290
497 41 180
83 506 179
209 659 347
52 69 545
274 373 306
912 270 337
810 510 235
806 616 32
819 612 232
240 426 984
206 12 373
648 513 795
816 207 852
802 352 125
176 59 389
403 206 592
321 26 751
24 841 620
451 395 477
872 480 413
712 835 946
132 589 75
592 943 208
171 367 237
269 183 264
359 535 815
663 249 366
102 581 53
230 543 625
713 789 392
662 398 903
823 528 658
266 941 149
664 733 666
237 753 864
340 270 784
412 510 769
531 70 325
716 179 788
14 791 569
877 827 266
920 949 373
293 335 177
718 10 762
192 268 153
608 295 27
609 301 809
900 895 809
35 243 759
912 923 944
598 207 435
64 403 312
736 881 968
48 442 424
608 527 422
56 360 80
847 924 68
553 91 712
454 483 734
870 822 191
467 623 870
59 626 781
514 391 395
200 932 169
895 539 190
260 438 747
232 98 688
218 225 766
226 375 50
568 720 133
900 67 967
95 516 550
439 450 597
489 441 777
879 507 339
102 875 723
824 789 767
114 809 195
384 116 243
386 943 156
297 900 462
472 26 658
167 653 267
917 274 933
327 630 803
854 261 366
879 8 624
788 402 968
254 583 589
612 196 387
848 732 480
359 107 207
66 800 323
193 205 544
195 148 430
770 752 667
752 705 140
301 533 249
247 560 466
373 128 133
98 354 374
952 934 817
388 438 973
732 102 714
136 669 734
421 128 918
343 590 470
144 872 684
667 386 565
837 879 908
620 38 779
191 315 113
345 91 36
580 761 877
645 622 506
568 900 534
221 520 904
506 380 537
671 830 473
833 369 888
75 692 888
447 374 786
72 503 362
768 124 766
66 667 774
293 667 257
919 832 495
758 884 982
772 859 820
905 21 208
27 243 405
122 222 340
65 461 222
731 545 244
900 91 769
704 421 106
902 923 784
103 128 123
536 148 909
62 317 34
379 155 793
82 922 860
792 557 155
848 323 447
633 101 760
114 295 610
809 322 591
845 246 133
342 62 374
367 700 811
811 394 702
259 907 104
603 941 892
918 133 380
278 525 486
18 704 851
795 740 511
404 169 134
300 932 725
244 773 935
939 83 475
262 468 232
931 369 693
100 431 950
656 638 837
154 309 993
412 445 904
355 554 910
559 819 958
552 275 763
584 561 689
724 501 824
234 6 249
266 891 997
467 524 117
239 60 255
932 326 807
89 713 670
680 870 59
364 768 552
856 62 320
374 130 926
344 128 403
593 802 39
933 380 92
339 884 103
402 195 140
876 643 189
856 912 80
863 322 864
315 258 900
417 333 344
715 530 884
609 762 645
346 767 841
778 866 987
548 707 565
644 779 738
305 632 177
612 841 635
211 510 565
628 458 655
421 570 220
266 347 18
882 638 636
357 177 631
804 330 852
750 736 622
69 13 343
894 350 202
636 384 587
881 762 241
