19
839 803
539 523 -634
134 445 727
275 475 1000
348 416 611
288 599 -664
159 539 453
629 56 -700
395 10 535
192 624 638
9 72 794
107 659 858
343 165 932
567 487 -879
273 529 303
253 222 -736
327 44 -828
604 146 -289
480 80 782
273 386 -929
684 310 -278
391 719 -928
342 733 -129
266 342 447
320 14 146
720 760 -669
693 172 -391
351 580 -38
148 231 643
462 239 -765
761 697 -801
276 593 -785
173 102 -703
315 624 -664
486 193 861
744 566 -112
89 725 -650
121 185 -175
246 204 -653
430 206 -954
258 315 -49
117 811 -951
423 110 -420
369 466 -364
801 115 918
353 344 -86
338 376 515
417 641 -396
658 665 -654
251 534 533
475 687 -228
373 7 -991
92 690 40
421 145 932
369 379 325
511 306 279
36 719 -233
215 631 590
515 273 753
689 450 939
810 344 -857
598 422 -828
444 749 605
609 584 -522
424 169 -326
281 739 326
572 628 839
194 90 854
269 399 -998
82 256 497
25 635 -108
394 47 -798
619 441 274
360 587 542
10 222 828
29 705 324
809 464 -121
242 363 399
587 16 514
108 665 -283
476 636 -448
421 540 -191
114 708 -133
512 775 -764
752 771 -963
443 226 52
160 536 -619
224 188 525
809 343 -78
495 552 -763
243 168 -162
447 490 -663
750 398 599
660 821 -294
256 592 329
14 538 291
563 279 -642
747 781 -335
369 693 669
125 827 -641
756 278 -206
15 759 -929
494 429 -58
453 60 -273
226 820 -373
166 448 -528
775 766 -916
687 69 -326
786 146 536
318 409 640
158 685 -632
342 46 -283
111 448 -305
360 318 148
676 719 -278
613 180 -978
215 815 -64
134 223 -52
762 660 942
1 714 886
7 351 844
642 577 -420
732 452 -473
300 118 254
678 608 540
138 181 -290
138 25 -89
66 637 824
19 411 225
800 333 532
23 341 -649
280 205 903
719 428 -369
266 333 -885
253 718 -288
665 603 284
9 18 228
302 295 831
648 17 850
455 639 -152
460 111 -398
745 491 128
720 64 -775
308 104 -136
167 802 24
466 799 205
333 546 -962
417 769 -807
48 674 588
64 196 625
209 235 624
351 818 907
730 60 -788
188 824 417
538 331 -30
368 16 -219
216 26 -944
382 789 812
820 81 -276
67 779 153
643 118 -718
270 70 -287
736 212 171
208 59 -394
148 237 -438
370 807 -16
541 699 -1000
731 617 -279
484 411 995
347 712 59
465 159 -495
779 114 949
36 391 375
207 685 -2
360 647 247
67 791 -259
586 526 -232
320 373 17
402 375 778
486 122 728
627 325 -419
99 263 697
236 172 -959
594 245 -20
326 33 -443
497 285 290
74 386 -476
259 549 -714
506 730 -505
775 515 -402
210 391 914
789 15 447
122 375 191
173 748 306
175 196 -12
351 273 -664
527 136 949
102 135 -272
687 510 23
69 490 -57
494 314 -379
193 415 554
750 166 -55
767 386 480
813 48 637
97 53 -938
493 584 -716
188 385 555
76 754 492
507 355 609
386 829 333
88 197 -471
531 349 -87
809 60 494
665 594 -260
800 268 -318
712 555 418
498 320 562
692 268 -333
713 27 460
682 274 545
64 653 -559
391 94 -776
467 539 646
126 274 -599
804 720 -505
205 680 -732
711 596 586
824 285 156
354 144 74
653 211 -585
697 158 221
771 7 446
753 805 -887
791 402 341
697 240 587
110 438 -755
625 7 -146
391 509 174
322 437 983
658 60 943
182 193 367
588 129 53
810 708 -905
69 290 -110
108 705 -952
701 199 12
194 288 884
211 822 417
195 22 -168
184 480 266
594 138 642
641 693 843
279 375 642
458 113 -12
400 32 -821
461 393 681
21 558 913
734 18 -651
473 213 -717
202 343 -172
615 575 945
453 151 -415
403 734 -302
230 130 891
513 39 -934
382 290 340
355 30 -808
52 88 479
795 719 766
494 625 -768
281 534 -675
785 345 801
521 206 786
525 674 896
265 645 351
525 642 573
465 100 390
97 667 -366
118 222 -601
62 470 -871
803 569 -553
660 799 285
155 509 854
72 526 -204
340 458 328
43 27 -117
792 66 -128
417 722 -137
660 796 -854
154 476 283
716 61 217
741 388 -651
554 413 -396
22 267 533
699 617 691
656 608 -652
83 768 -152
265 662 -101
517 478 -2
754 794 -402
159 539 -503
604 48 596
351 451 912
374 774 538
115 66 644
390 257 60
523 741 806
643 718 -797
325 20 384
691 131 -111
597 341 -611
149 163 722
553 629 -550
450 544 -37
32 386 -819
104 670 -810
164 628 253
767 771 643
775 507 -54
766 691 390
202 254 -564
196 723 -284
382 36 -309
148 438 207
420 813 -880
73 309 -482
247 73 -498
319 701 -499
713 632 -246
474 685 -522
327 514 -73
770 212 371
426 151 -127
238 287 -408
666 554 -618
326 44 -596
110 717 -225
403 785 -112
12 323 872
368 26 115
155 115 599
340 251 91
341 100 318
167 774 -631
530 743 -120
174 606 517
376 301 843
14 428 -141
49 585 -274
745 320 -377
863 939
225 797 -614
848 124 911
281 637 574
690 485 380
414 463 -952
241 281 -161
740 33 288
213 839 252
714 207 -254
861 512 -40
85 339 -162
799 743 -719
517 111 -448
66 277 -215
341 767 -81
36 834 446
355 113 -497
690 513 505
140 99 -984
632 16 176
113 288 695
122 849 -275
476 780 653
589 687 175
566 353 -252
485 512 -429
403 462 -654
228 393 26
692 644 496
371 761 -957
351 223 464
384 585 469
34 129 505
249 88 694
569 471 -880
181 478 327
308 381 572
617 654 -743
247 413 -35
138 666 -955
564 828 -750
453 745 -530
201 568 -160
263 370 -232
409 211 -686
310 132 537
309 612 -887
742 76 -9
818 383 -39
745 35 -335
529 141 -367
379 701 936
522 173 -888
113 332 641
600 755 -932
578 706 -226
56 620 375
600 532 -646
856 554 707
312 275 970
146 91 327
212 480 256
700 633 512
146 515 471
452 64 -566
2 503 -888
486 461 -254
406 606 -670
613 205 407
707 300 56
117 97 382
511 435 69
854 86 204
436 292 753
719 234 946
816 809 876
66 556 363
154 791 -673
483 55 -925
265 710 36
184 772 -351
19 620 224
193 662 -684
305 320 -159
326 438 676
392 284 -759
334 152 243
799 437 -386
806 244 597
125 842 130
38 529 -694
428 763 827
121 401 979
425 125 -67
730 51 -861
278 256 -420
123 258 -773
522 110 -947
819 321 -111
489 554 848
460 468 -552
465 280 404
662 27 -154
95 517 363
531 747 -729
42 548 -473
420 345 116
526 362 520
158 251 184
497 341 51
411 323 -392
551 843 -626
288 225 -1
269 403 -356
485 678 -309
148 372 829
856 124 583
842 183 696
550 496 701
441 17 748
516 688 726
666 106 175
186 770 -519
86 748 84
10 35 252
373 36 -323
789 95 -713
186 69 -20
828 718 -882
726 761 148
784 833 392
288 625 684
30 815 -937
222 853 -648
265 293 -384
283 818 -999
556 420 717
76 477 -42
255 109 -450
284 437 -625
522 40 787
472 370 461
36 295 -965
250 296 -84
184 312 -168
338 683 -343
727 723 -353
541 247 -89
448 159 200
581 829 -804
609 649 258
482 681 433
504 204 -733
657 64 17
713 381 -709
840 79 -948
27 318 33
619 708 274
328 679 869
139 196 776
89 117 824
646 242 -546
830 746 423
414 111 -261
620 267 -454
540 98 -809
131 333 -662
120 805 927
505 150 770
60 633 -903
226 699 -879
580 20 141
641 704 -284
711 302 -937
794 711 -356
725 830 345
724 686 -175
792 628 -432
246 36 857
433 686 -28
711 461 739
744 557 -627
424 325 -836
392 582 195
137 80 687
575 696 -201
301 361 -841
861 553 802
630 473 -420
437 67 998
374 716 -900
324 259 590
213 195 340
529 802 62
783 467 158
97 197 314
847 667 -202
1 488 997
91 292 -46
387 809 98
561 34 -972
236 750 976
250 762 609
207 383 679
689 73 686
226 215 412
726 44 527
299 98 269
681 770 -132
318 835 -463
741 141 575
41 22 -999
805 427 -863
536 105 -561
586 603 50
168 863 -614
413 788 939
166 320 -399
23 303 -457
169 231 94
66 784 760
259 96 -665
165 504 395
436 565 -436
627 147 -933
38 277 246
569 606 463
598 578 812
223 22 549
164 381 402
855 593 320
335 69 681
564 702 372
325 53 712
731 793 -928
249 300 427
415 756 883
68 250 -854
21 372 -646
577 310 553
368 429 -721
472 265 826
602 461 170
51 718 -623
140 352 574
505 73 -11
496 367 379
356 49 -402
648 292 146
83 834 -847
703 277 -629
422 62 -61
600 592 -819
378 456 -492
580 439 626
353 797 962
304 404 808
223 764 -675
84 281 778
22 572 319
126 619 126
320 232 -240
448 836 191
162 6 -756
397 127 925
756 598 -853
724 77 664
786 472 315
97 283 387
95 854 908
808 532 -203
805 751 -653
300 609 7
329 137 953
763 779 196
828 628 -821
593 527 914
701 594 342
801 756 -257
752 407 -266
158 783 865
582 711 -713
747 230 924
845 203 -310
258 859 644
393 717 40
246 430 821
261 566 -819
26 404 852
117 7 990
274 745 537
710 95 185
600 591 -450
838 602 936
493 666 -144
30 194 -93
457 297 559
652 765 919
192 335 899
575 242 400
46 96 -146
98 227 394
163 351 441
677 856 -669
619 624 650
421 819 -845
770 147 -293
282 474 -315
818 363 -328
540 251 -747
474 657 232
608 631 854
557 356 140
674 96 -311
474 542 -258
322 781 -20
531 794 38
77 530 229
753 754 218
131 125 -467
789 215 -357
22 427 20
627 182 314
822 117 -612
39 753 -17
673 373 42
585 685 -973
64 117 249
521 151 -130
571 64 241
608 238 -651
593 694 907
802 157 94
70 315 -701
259 181 145
681 392 -952
824 21 763
304 515 66
274 285 484
213 132 937
451 286 -1
745 318 -629
406 556 635
538 461 827
535 645 -10
721 8 634
227 56 325
363 413 231
804 586 312
737 583 -839
250 34 -204
857 257 530
168 120 486
731 645 -717
738 553 585
838 465 -465
311 103 -972
414 740 715
621 207 644
365 346 -172
499 423 809
708 284 -60
43 463 445
190 132 -29
346 571 -217
539 842 400
320 708 -59
786 3 633
848 568 16
863 419 -952
732 340 700
578 659 862
102 672 -960
671 80 337
656 525 -230
283 119 53
67 752 950
122 592 923
594 338 -785
461 522 113
473 159 -302
429 528 576
323 207 292
463 251 517
161 857 -212
745 750 918
798 816 230
492 624 -204
358 696 -646
425 278 77
39 724 999
645 379 -658
755 603 -717
837 258 -375
128 304 963
508 255 89
481 603 703
34 787 267
494 755 846
271 249 216
67 178 972
260 515 -695
35 291 636
806 92 -194
570 215 231
68 752 -976
742 114 831
214 816 950
791 264 -158
760 562 332
385 510 -851
343 179 493
307 197 -547
732 193 -608
769 248 419
578 551 54
848 223 -131
809 644 416
370 840 -72
863 376 254
615 634 503
251 496 -785
229 128 -360
518 593 431
317 855 -140
88 456 449
147 472 -916
721 305 -940
618 189 -152
646 674 168
464 110 -334
747 575 848
75 35 949
304 70 -318
161 745 -457
776 197 -113
287 324 -569
706 303 110
373 738 983
204 635 176
788 243 -626
231 297 884
198 336 855
429 447 -109
275 786 339
804 160 -535
338 318 -265
753 301 -54
383 344 769
190 578 -341
613 576 -339
525 728 -953
784 702 626
238 308 -516
405 101 800
561 243 -161
84 3 86
614 12 50
389 108 676
284 527 409
792 98 -325
181 641 523
116 498 202
806 554 -597
399 104 -631
289 740 -295
804 29 -218
92 750 50
753 97 -458
422 627 -139
105 686 59
687 573 270
234 367 603
204 389 -926
396 174 -401
66 205 -977
276 83 594
140 427 909
411 728 -409
684 464 -585
524 322 -512
416 250 -272
790 75 -871
350 650 656
510 208 724
56 580 0
813 258 343
606 237 1000
661 682 -265
538 822 984
196 255 512
451 497 240
269 7 849
230 174 153
151 601 579
120 604 -603
421 576 405
683 392 -767
707 548 124
662 654 -452
361 452 451
617 362 -803
323 148 -772
202 165 -780
123 562 839
39 680 832
271 747 710
774 496 -402
581 389 -145
557 300 -403
335 593 823
94 145 953
447 452 706
636 302 328
599 688 133
614 13 -548
816 64 -10
761 563 397
827 19 734
352 555 -722
413 422 -535
633 483 846
581 810 643
545 590 -951
440 486 -786
689 219 -568
320 663 -243
486 433 640
553 675 974
580 5 886
43 461 275
705 603 306
664 15 -841
407 146 729
328 610 100
689 800 -359
468 532 446
560 803 370
692 585 -952
556 640 -512
143 225 -655
643 539 -695
780 524 920
706 558 497
836 601 368
14 176 162
192 849 761
285 391 872
677 392 -270
143 205 -388
716 656 191
268 630 386
469 606 673
805 373 -143
365 310 626
454 819 -77
168 498 -876
399 144 605
181 368 -138
352 529 -412
135 259 308
315 494 775
543 596 -474
16 698 668
732 786 -343
50 238 -502
208 67 544
340 690 -906
176 496 120
806 705 -969
455 284 -539
637 478 751
28 308 -167
26 383 -707
282 336 -698
814 321 -312
256 818 -8
416 741 -783
614 767 624
626 306 -768
450 274 -606
639 493 -909
35 455 694
18 64 -148
341 811 -412
801 783 693
606 33 -289
352 598 -583
319 140 -982
522 463 -328
48 423 361
431 365 874
76 74 -954
354 322 749
255 101 292
578 245 -731
291 432 -934
832 144 -816
532 703 388
596 29 -788
335 78 -186
329 750 -878
35 102 -322
695 571 -765
55 458 270
171 292 974
305 352 -198
539 133 -580
852 374 646
602 168 -952
173 500 -234
570 320 -717
432 199 358
850 500 534
418 800 601
277 495 -971
694 623 372
847 55 694
455 678 875
626 777 -951
69 250 -294
506 828 33
513 622 -257
482 227 670
491 334 -481
1 376 -398
474 134 561
512 422 110
281 55 -64
417 251 791
616 646 374
376 83 -300
557 312 -659
836 470 -378
190 749 -384
573 833 57
441 440 -618
279 433 -822
199 381 -250
659 214 -237
798 720 979
719 337 36
524 540 863
89 126 -341
803 100 858
13 813 -947
439 396 -86
352 3 370
652 662 -314
189 56 721
517 69 -113
768 654 464
606 313 811
765 279 -762
184 297 -265
631 761 -376
820 232 414
361 24 259
616 272 304
681 199 544
774 613 234
56 771 -96
670 521 -896
726 16 -194
212 44 -526
280 593 -877
403 602 -622
567 388 736
599 135 -126
509 695 -461
800 137 -481
263 10 -168
766 737 343
47 810 -963
682 1 -153
799 534 391
183 550 -551
54 167 -232
292 70 -902
133 460 740
159 73 -390
348 418 814
220 445 -406
50 770 -443
240 227 -302
782 62 -384
73 563 -334
724 585 -265
443 577 469
439 248 891
304 43 -644
420 549 540
699 554 264
518 480 -833
639 844 435
335 93 745
484 296 -694
205 831 997
573 85 -88
832 316 645
459 514 18
738 401 -244
561 503 -190
682 826 -507
529 784 -238
270 343 219
65 809 -25
692 252 583
58 521 154
798 143 -379
415 335 126
360 559 -366
250 699 -506
561 45 -693
755 201 -593
454 346 864
734 760 575
731 713 187
578 193 277
40 746 720
684 812 -956
337 17 71
647 605 314
26 758 -626
326 763 -936
285 419 -940
803 333 98
87 705 94
95 111 -491
337 375 154
109 575 270
398 322 759
69 166 -209
7 239 -313
35 561 -458
375 238 -894
293 855 680
269 852 -540
837 238 539
17 84 690
388 810 -210
617 653 101
401 506 -346
674 646 947
42 538 -875
54 98 676
447 186 773
856 637 -19
705 755 -717
852 389 245
213 133 -440
61 201 -1
638 863 -108
1 291 104
258 427 -464
5 784 -316
544 130 499
561 768 -668
615 215 997
22 769 -218
353 712 600
863 342 793
219 134 -922
548 201 217
322 759 657
741 856 -736
739 244 -63
403 455 -906
782 20 616
599 432 -572
806 136 2
777 471 -699
72 811 508
1 834 996
3 819 -862
256 447 -128
93 104 770
284 586 -322
555 373 -104
274 152 495
699 211 767
782 569 -683
295 580 229
736 126 33
643 255 -706
590 364 727
319 707 -703
235 529 -440
557 623 525
627 94 382
308 468 673
607 800 -248
705 779 -276
414 179 623
6 676 959
306 489 892
9 25 814
693 528 -88
156 225 153
48 541 456
330 667 -74
837 143 -43
828 601 962
309 339 296
262 218 141
259 47 -941
768 417 296
15 764 399
181 591 649
10 297 269
541 569 688
597 501 556
676 703 916
860 303 -234
535 84 443
233 340 -914
804 177 -593
693 378 -726
276 498 -19
767 290 947
198 127 -863
600 387 -834
178 509 -975
854 91 -431
497 863 -180
607 638 -404
640 829 -609
582 809 -816
287 315 -333
170 97 725
578 519 530
650 671 800
516 489 -829
587 730 -44
225 71 486
429 485 386
152 513 -686
565 689 -491
351 358 -763
841 134 538
857 608 35
671 78 388
852 420 587
170 310 -76
449 742 348
175 596 -2
823 764 344
685 405 886
33 95 -425
600 266 984
132 704 -719
395 525 -77
466 301 -585
223 649 -569
230 282 469
716 590 103
306 434 -924
441 630 617
746 512 -447
491 766 -380
346 148 104
694 283 -704
311 224 235
515 820 -185
428 229 -589
575 139 259
668 486 136
800 478 -989
575 362 115
74 331 103
757 826 -274
532 707 166
498 660 198
766 465 -244
603 793 650
602 495 -645
445 391 205
654 535 443
195 695 -221
341 833 322
386 708 418
274 271 553
760 337 107
342 654 278
169 187 -565
689 842 -333
346 184 -857
53 23 391
338 584 926
248 780 198
355 733 624
217 440 986
836 35 545
839 464 777
712 389 -989
241 708 -712
625 832 -67
597 591 -910
658 509 334
719 672 -706
207 280 -222
132 285 -64
355 392 -171
439 819 -812
510 792 -962
629 427 -985
171 701 -816
225 843 -386
341 605 -193
724 103 927
386 172 -228
301 379 897
83 266 -806
843 825 -712
585 81 -929
790 562 802
501 256 10
641 840 449
208 289 -318
325 465 980
57 139 -360
256 844 746
454 39 -889
345 603 -187
464 104 -794
312 296 -825
507 412 -307
543 67 415
204 203 -379
187 199 -250
41 697 290
109 84 872
201 465 -762
266 350 377
139 343 -328
447 307 777
565 130 -462
679 308 421
849 698 53
850 881
324 26 -348
151 478 370
246 216 991
730 687 781
222 281 -999
714 625 256
250 217 710
317 202 -860
540 780 596
792 454 551
582 427 -324
702 295 764
56 210 -441
212 266 0
744 827 -978
461 486 122
837 400 -615
325 348 -725
327 640 591
839 659 912
303 724 260
499 307 136
298 544 224
152 581 -827
210 396 -544
325 393 -53
47 792 73
391 686 540
249 741 908
726 291 295
398 155 -571
668 377 -428
28 316 516
98 591 921
24 76 219
387 165 -609
602 7 -381
332 271 -628
320 357 837
785 56 620
252 550 277
456 265 -949
590 711 -210
747 233 -722
630 368 -106
477 549 -76
78 183 64
672 731 409
538 711 154
522 468 265
156 695 581
14 297 -36
731 647 128
431 588 -48
745 716 279
293 439 -792
759 295 743
499 26 726
578 531 -192
660 549 -483
53 399 674
53 650 -448
457 167 -37
783 663 -614
775 687 -811
427 829 -840
730 523 997
808 110 548
132 502 -554
689 197 -245
780 387 429
476 198 267
761 458 708
815 698 719
145 4 -407
148 561 -591
463 536 15
758 653 204
349 271 359
24 628 -623
455 261 -242
374 511 -799
472 523 97
441 542 902
513 254 -932
465 794 -757
232 664 988
409 92 126
429 417 24
403 678 -84
171 795 448
14 687 -150
337 743 75
223 13 -805
780 244 -636
250 308 938
583 511 759
62 571 421
845 602 -266
476 730 706
751 306 -968
643 502 707
196 257 712
205 596 -160
431 97 -800
201 445 -876
92 675 -994
512 551 -645
677 152 -929
285 318 -758
305 187 881
824 230 -582
227 354 -902
79 415 89
752 581 -213
230 490 -543
181 451 703
790 551 880
778 184 222
772 392 -614
220 352 -109
211 638 88
606 202 698
308 771 612
569 789 -820
575 831 366
504 304 565
590 317 -511
18 553 -192
175 359 204
514 330 -172
254 131 -290
96 747 -56
285 244 -830
88 90 -339
125 489 -431
793 175 -811
85 499 486
272 541 711
283 82 416
797 787 275
483 73 284
353 706 -91
200 706 888
439 677 208
328 33 213
616 128 406
640 695 -929
743 687 965
804 771 532
282 722 -86
339 535 -174
662 554 261
38 689 859
348 724 -312
244 377 -630
617 493 48
625 114 -212
594 160 -570
835 821 977
48 109 -931
414 274 -728
249 375 -547
92 55 223
633 437 -663
135 787 39
337 827 -953
460 72 -708
121 109 678
471 626 103
189 157 33
517 799 -334
94 356 -988
823 529 -723
399 277 43
521 279 -527
692 688 51
500 619 633
481 150 434
511 504 -592
650 212 178
332 849 -506
33 362 -250
598 123 -476
278 67 -527
218 682 411
485 498 -463
344 187 811
681 313 -63
804 553 -477
583 733 -801
570 281 375
333 279 -151
158 754 839
368 449 919
271 517 377
204 326 -135
424 558 73
734 771 -928
196 173 -794
433 147 -362
92 618 191
5 230 -255
5 175 -704
778 275 626
598 220 664
493 128 923
295 834 252
228 332 439
772 586 243
174 470 -32
593 26 362
709 418 571
313 50 -659
809 73 -741
781 384 -466
567 649 -931
821 26 -599
455 815 -846
195 166 -247
269 215 -15
79 429 -342
441 834 -192
664 170 969
83 332 -385
415 547 -33
362 60 463
527 412 -137
286 849 918
377 272 -821
750 48 -191
154 671 -700
295 523 123
128 597 -360
427 263 596
122 551 919
344 63 -115
461 334 536
640 805 820
66 200 -687
754 615 -673
664 559 144
576 801 925
235 506 142
9 749 188
2 341 -46
582 460 78
191 844 -306
645 768 -261
56 462 163
317 486 -851
7 289 -56
832 524 -215
455 716 337
404 20 -401
408 648 -27
754 627 -459
326 114 -819
697 94 688
482 532 611
472 267 -764
682 107 917
575 410 761
468 183 568
516 188 500
824 377 869
127 111 544
129 201 -685
426 722 79
414 125 -947
838 543 489
91 60 -707
38 32 -434
433 710 246
639 670 -277
262 759 -264
415 477 -987
289 476 783
300 229 479
17 620 -280
787 31 -663
190 623 -944
822 476 358
150 300 -77
712 371 426
273 846 -112
286 821 -442
354 837 373
98 40 416
629 818 8
547 797 -328
767 199 251
744 326 84
526 633 -407
501 400 -506
237 802 23
101 87 989
515 613 515
129 269 738
204 582 39
197 307 -458
303 402 -875
473 125 915
488 427 919
793 253 -583
257 733 -50
40 663 143
534 567 412
40 706 -108
385 54 -721
600 701 -259
537 639 -3
764 716 -332
397 241 -438
749 312 -731
246 137 -712
250 138 186
146 848 -224
477 45 389
432 242 -549
33 312 507
730 555 12
735 829 180
706 800 -189
790 125 -86
705 531 -938
39 424 -628
255 26 865
295 517 401
709 62 597
290 494 491
298 518 77
299 830 -756
88 177 -818
436 757 353
249 337 -25
825 760 62
822 584 552
500 721 -58
755 360 -408
611 610 -35
30 637 256
775 428 469
794 262 -682
144 177 105
848 29 -260
414 634 -187
191 177 83
695 422 -627
480 183 82
751 808 98
459 90 -118
159 214 541
312 142 -769
364 604 712
356 454 -499
650 409 -558
782 644 -625
43 667 768
611 415 85
361 689 -622
442 604 95
653 712 -53
80 327 -160
390 683 796
769 224 -784
774 216 863
197 220 -574
286 759 -613
181 139 477
104 347 529
104 317 -101
307 376 -490
461 676 -970
452 495 -16
417 273 -504
413 768 474
619 695 -304
86 746 -483
37 244 -270
91 229 -100
26 50 322
436 803 -939
612 672 382
564 424 249
46 314 -288
173 714 401
806 230 -555
455 21 -321
193 188 121
601 140 520
462 300 944
737 561 416
740 791 -952
703 310 536
121 363 -785
166 571 -769
489 95 404
320 734 309
676 242 554
168 138 -539
17 500 -195
525 571 -94
401 258 986
282 495 -668
452 420 464
676 146 961
715 316 511
160 494 780
472 138 584
238 495 -591
174 380 534
263 469 530
302 383 -755
618 240 481
728 548 -111
364 825 -403
260 709 336
771 14 340
662 597 511
795 480 967
806 352 -545
565 187 262
116 67 476
81 228 334
225 141 -558
508 59 986
135 662 688
279 165 617
341 314 963
495 767 -629
712 438 -60
825 285 -558
798 135 928
23 321 -864
255 213 -419
783 443 945
82 5 -455
194 92 32
529 23 419
452 461 -530
583 702 -570
620 759 -392
424 628 -893
636 447 956
244 351 966
734 487 -983
605 561 -873
790 466 175
150 644 -675
402 259 -966
505 783 406
457 461 -85
609 162 -463
734 487 -251
223 255 726
414 594 484
777 784 208
89 62 597
720 747 719
539 126 888
310 498 808
174 230 16
706 515 451
362 728 683
65 717 104
2 507 -659
77 602 474
531 113 538
93 256 -527
770 39 -803
604 29 191
695 422 -124
810 531 23
629 415 -628
140 497 -652
513 305 -613
740 241 -738
655 733 656
144 742 -877
131 109 179
840 166 -790
807 619 -93
565 322 63
406 424 -877
837 318 -873
26 486 159
695 849 -340
825 542 -128
174 346 -412
667 684 777
228 837 -87
474 133 18
580 849 296
431 291 -769
412 247 -846
531 596 514
112 168 -198
570 720 -619
647 212 38
138 667 480
627 810 505
410 489 420
26 255 -226
435 366 -518
321 378 -197
750 4 -68
716 612 384
725 361 -530
21 703 525
57 588 31
583 719 558
29 394 -704
392 475 842
633 838 -781
218 357 -276
731 280 -756
151 253 924
468 335 -914
680 437 786
789 176 716
46 150 -190
35 536 -816
52 518 709
827 790 805
527 500 -97
447 51 971
762 411 -999
790 622 319
694 634 934
350 488 545
493 448 -655
217 546 125
473 162 592
525 386 -286
759 620 492
533 12 27
459 545 488
645 661 -358
44 686 49
671 478 836
830 578 727
557 520 857
42 674 -25
142 837 -83
10 107 -578
148 581 679
478 535 -582
499 356 -194
818 835 366
274 824 -116
695 335 -433
693 813 965
80 452 498
284 445 698
754 57 -635
554 47 44
592 370 971
683 822 596
743 331 357
81 472 -859
774 241 -524
116 368 -698
805 185 609
592 528 -156
740 276 -763
180 649 -422
117 321 -472
158 299 266
711 321 -494
573 34 -20
373 295 544
218 167 549
168 346 -858
792 274 -265
562 59 -95
215 410 815
58 543 744
341 23 200
816 552 -244
486 342 53
52 326 154
733 39 -399
163 477 -474
310 131 940
21 625 828
586 611 -876
459 56 366
374 772 961
711 523 425
483 450 -108
557 762 240
647 52 -285
582 43 434
849 644 -18
291 8 479
441 341 -487
793 494 278
617 34 129
287 576 -501
253 167 540
776 846 226
202 122 -411
737 310 106
325 362 -582
309 28 -86
834 773 161
497 768 -694
386 378 714
87 57 848
682 176 148
787 631 714
414 628 343
441 436 -682
465 346 -978
613 142 989
843 40 -230
602 342 -401
113 344 539
28 473 -220
41 332 -151
695 180 749
577 95 -257
647 461 4
307 569 626
322 449 153
665 742 865
666 315 271
455 321 -250
78 159 -596
415 171 973
350 140 58
717 105 -746
700 313 590
243 420 556
643 259 -377
700 17 -306
160 716 -644
721 150 -901
301 312 -326
158 283 -933
802 359 743
320 780 -962
527 177 -945
321 443 -175
449 22 729
364 97 -740
242 426 -284
113 672 -364
633 412 703
735 105 -661
417 569 -251
1 63 376
711 633 218
547 721 74
832 387 -436
204 718 75
86 503 -221
19 300 926
229 214 288
523 348 75
377 738 -620
19 811 403
135 232 161
849 93 617
237 742 -133
805 240 808
71 321 659
74 661 -90
294 232 -189
400 251 -409
483 786 -815
384 81 -718
835 345 966
484 792 979
243 186 -331
166 112 47
308 274 383
740 766 87
621 316 -639
415 356 -991
564 3 -199
781 30 -819
590 720 113
226 837 93
642 368 627
685 358 733
91 105 726
509 601 -290
837 361 -19
30 575 827
577 657 941
380 201 734
469 508 -277
461 83 -748
470 425 -748
77 731 523
345 323 202
8 519 -315
563 816 619
481 346 -536
840 50 -484
495 614 416
5 221 279
597 162 -235
98 232 -375
93 684 51
645 287 -529
95 845 -798
712 591 -457
671 347 -735
662 556 812
163 836 -194
489 381 76
775 226 -442
508 484 -63
759 812 253
334 330 -596
486 375 950
626 558 -70
826 730 -479
681 560 -963
419 834 -403
560 742 875
180 829 -893
346 220 336
811 382 262
392 339 949
612 537 -599
725 753 38
321 232 -348
823 260 -715
767 618 -68
168 408 510
364 459 215
716 4 710
642 488 728
767 401 -76
349 402 484
26 513 741
493 264 -272
625 302 948
719 645 796
540 561 178
471 193 739
708 842 162
245 633 472
172 368 -455
308 555 -212
520 336 596
724 228 54
847 128 951
395 389 303
464 416 -196
586 313 236
608 168 261
192 782 -524
520 447 -673
323 614 -434
710 168 -71
633 773 491
280 764 471
172 601 472
134 781 -420
330 44 504
105 364 -762
100 350 -638
200 582 -617
88 467 -606
333 112 -135
809 320 76
539 816 -595
120 348 362
837 694 -632
143 273 -130
238 338 -19
368 24 799
101 403 -748
754 576 -115
211 662 -13
662 720 -63
794 420 910
208 703 -165
453 291 -8
287 660 290
638 394 -685
118 35 964
532 842 28
256 680 439
717 541 -578
368 615 -312
399 21 130
509 553 407
284 538 400
603 57 5
658 221 451
294 687 -916
742 632 -505
138 155 -271
575 109 -203
442 140 204
434 127 487
115 493 927
411 362 957
369 749 -520
700 150 738
591 402 420
453 515 595
789 201 -806
452 800 -491
233 627 -765
824 33 170
413 255 -850
392 781 996
26 426 703
441 554 -731
487 385 -885
672 116 -251
608 131 735
24 23 -710
698 650 -880
748 754 -353
628 190 656
306 808 642
184 477 -878
727 277 -142
195 405 -65
151 437 -476
486 425 -296
308 573 -839
614 788 717
761 265 925
250 596 -708
17 719 195
454 710 92
149 227 -849
152 118 662
255 316 230
648 191 -1000
451 38 -14
791 829 -803
351 498 207
359 120 580
44 36 537
313 691 810
644 769 -536
579 790 940
549 105 363
709 623 -367
97 527 168
279 175 3
716 837 646
119 429 202
204 42 -515
38 367 -273
439 788 131
721 433 387
651 537 -120
836 428 -60
