961 2469
961 597 959
796 325 86
481 407 97
915 786 118
149 803 401
14 778 583
167 81 988
260 219 125
245 654 361
336 702 451
77 201 808
717 106 793
506 90 642
707 576 727
840 784 659
916 200 808
434 540 863
563 905 239
164 930 323
501 833 65
782 734 759
149 30 185
172 273 863
318 452 799
37 642 91
85 308 436
233 63 523
342 329 992
451 347 851
307 140 999
119 308 188
650 506 985
799 505 412
567 324 717
500 559 345
696 586 538
143 364 305
80 35 682
623 376 575
753 180 532
238 40 391
928 297 906
68 242 893
744 80 961
85 587 391
213 657 932
171 283 108
312 637 814
92 813 558
485 219 106
782 480 793
161 891 800
195 539 284
580 862 568
229 795 884
709 246 86
806 781 347
96 110 24
153 902 13
655 358 881
791 236 266
525 948 663
79 749 19
652 530 408
386 491 991
801 228 828
36 143 90
539 826 613
426 570 261
328 277 764
343 247 507
957 65 33
527 89 792
98 891 299
553 74 942
855 810 157
84 170 831
130 678 206
370 198 888
640 558 270
764 499 732
395 467 659
62 944 582
907 196 105
265 726 397
817 153 624
632 822 202
948 848 957
443 240 353
593 35 207
493 437 6
857 146 493
359 295 745
861 340 868
62 567 625
909 722 271
598 414 392
641 441 465
841 237 330
129 246 851
102 319 720
881 813 567
787 961 24
885 51 103
177 658 55
784 311 331
774 79 358
108 410 352
469 474 687
57 432 33
104 57 450
508 583 139
856 716 484
418 533 956
869 374 199
624 898 664
433 801 424
698 502 528
858 653 380
658 6 44
196 19 564
456 681 600
440 463 128
4 408 298
898 628 33
156 198 436
783 770 389
530 5 946
261 125 331
121 950 602
39 409 902
548 197 131
177 259 509
137 704 467
681 704 162
576 377 233
476 395 407
159 869 496
700 260 241
